Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion
452,0.010076729,0.20027329,0.789649963,1,MyPlate Calorie Tracker,2022-07-23,,Good for portions,Matt,5,3.5.3(63),approval
453,0.007075987,0.235283583,0.757640362,1,MyPlate Calorie Tracker,2022-07-21,,Good food tracker,Dawn Cheetham,5,3.5.3(63),admiration
454,0.003450186,0.020117406,0.976432443,1,MyPlate Calorie Tracker,2022-07-21,,I love scanning the bar code option. It makes live a little bit easier.,Christine Palombo,5,3.5.3(63),approval
455,0.0077951,0.231466711,0.760738134,1,MyPlate Calorie Tracker,2022-07-21,,Simple but significant..just go for it,Jigar Salvi,5,3.5.3(63),neutral
456,0.002930858,0.012353563,0.984715581,1,MyPlate Calorie Tracker,2022-07-20,,I really love this..,rafael buban,5,3.5.3(63),love
457,0.003979171,0.118625946,0.877394855,1,MyPlate Calorie Tracker,2022-07-20,,Nice app for tracking meal and nutritional values .,Robert Conley,5,3.5.3(63),admiration
458,0.017869372,0.403744012,0.578386605,1,MyPlate Calorie Tracker,2022-07-20,,Simple and effective,John Richardson,5,3.5.3(63),neutral
459,0.004845979,0.112472631,0.88268131,1,MyPlate Calorie Tracker,2022-07-19,,Easy to log and great reminders to stay consistent.,Navia Embray,5,3.5.3(63),neutral
460,0.734462142,0.231424764,0.034113098,0,MyPlate Calorie Tracker,2022-07-19,,Tried to login with my old account not happening and tried a second log in and still no results. App is not letting me reset my password. Please fix thank you,Tracy Hutchison,2,,gratitude
461,0.005097932,0.020267047,0.974635065,1,MyPlate Calorie Tracker,2022-07-19,,"This is very good calorie counting app. I appreciate not having to deal with the ads, which is a big plus.",Paul F,5,3.5.3(63),admiration
462,0.014934164,0.184054554,0.801011264,1,MyPlate Calorie Tracker,2022-07-19,,Easy to use,Joyce Wilsey,5,3.5.3(63),neutral
463,0.002441422,0.029675428,0.96788311,1,MyPlate Calorie Tracker,2022-07-18,,This is a great app to track my calories,April Roark,5,3.5.3(63),admiration
464,0.006504341,0.06940382,0.924091816,1,MyPlate Calorie Tracker,2022-07-17,,Impressive app,Jean b,5,3.5.3(63),admiration
465,0.050381146,0.226319745,0.723299086,1,MyPlate Calorie Tracker,2022-07-16,,"I did not get far as I was looking to track my nutrition - a mandatory weight goal kept me from going any further. I was not looking for a weight loss app. It looked nice and other reviews seem good so 3 stars to not be too harsh, but worth noting this aspect.",Victoria Smith,3,3.5.3(63),approval
466,0.213897124,0.398493201,0.387609661,1,MyPlate Calorie Tracker,2022-07-16,,Bad app just use Fatsecret way better and actually.works,Cody Kowal,1,3.5.3(63),disappointment
467,0.002371083,0.016458811,0.981170118,1,MyPlate Calorie Tracker,2022-07-15,,This app is so helpful,Missy C.,5,3.5.3(63),neutral
468,0.011414849,0.202590302,0.785994887,1,MyPlate Calorie Tracker,2022-07-14,,Good app with details of food items and respective calories. I suggest one option that the user may also be allowed to add the local food in the library if not available.,Raja Inayatullah Khan,4,3.5.3(63),admiration
469,0.003670452,0.013310287,0.983019292,1,MyPlate Calorie Tracker,2022-07-14,,I have only had it for one day and so far it's good. I don't use any money for it and it's still such a great app.,Angel McCoy-Good,5,3.5.3(63),admiration
470,0.005534641,0.064199582,0.930265725,1,MyPlate Calorie Tracker,2022-07-14,,I liked it,Sabrina nizam,5,3.5.3(63),love
471,0.668445766,0.32128045,0.010273756,0,MyPlate Calorie Tracker,2022-07-14,,Clunky / foods appear not able to be consolidated into separate meals in the recent list,Bob Love,4,3.5.3(63),neutral
472,0.883081079,0.108019322,0.008899587,0,MyPlate Calorie Tracker,2022-07-13,,Now i see why I'm loosing weight so slowly 😐,Lena Y.,5,3.5.3(63),realization
473,0.210914284,0.507683575,0.281402111,1,MyPlate Calorie Tracker,2022-07-12,,Yup,Jac R.Z.,4,3.5.3(63),approval
474,0.001248324,0.020537933,0.978213727,1,MyPlate Calorie Tracker,2022-07-11,,This is a great nutrition tracker and it works with the Google fit app.,Victor Sepulveda,5,3.5.3(63),admiration
475,0.006472668,0.141556919,0.851970434,1,MyPlate Calorie Tracker,2022-07-11,,Thank you,Ashton Thomas,5,3.5.3(63),gratitude
476,0.007595273,0.234056488,0.758348227,1,MyPlate Calorie Tracker,2022-07-10,,Cool,Alex Shelton,5,3.5.3(63),admiration
477,0.302109271,0.434818596,0.263072133,0,MyPlate Calorie Tracker,2022-07-10,,Pity good,--,4,3.5.3(63),neutral
478,0.022063393,0.344852656,0.63308394,1,MyPlate Calorie Tracker,2022-07-10,,Decent app. US based measurements and recipes though.,Colin Coulter,4,3.5.3(63),admiration
479,0.002395629,0.046578996,0.951025426,1,MyPlate Calorie Tracker,2022-07-08,,I enjoy the integrated tools such as the bar scan to make calorie counting easy and effective.,Jeremy Keele,5,3.5.3(63),joy
480,0.002423277,0.014974136,0.982602596,1,MyPlate Calorie Tracker,2022-07-08,,So far so good. Very easy to navigate. Like it better than my fitness pal,La Pantera,5,3.5.3(63),approval
481,0.002360861,0.00855772,0.989081383,1,MyPlate Calorie Tracker,2022-07-08,,I love how easy the app is to use and everything it offers for free.,Evy G.,5,3.5.3(63),love
482,0.649920404,0.315016299,0.035063252,0,MyPlate Calorie Tracker,2022-07-07,,Ui is clunky,Goby Bala,3,3.5.3(63),neutral
483,0.0103977,0.308239549,0.681362748,1,MyPlate Calorie Tracker,2022-07-07,,easy to use. thai foods listed.,P chan,5,3.5.3(63),neutral
484,0.006191635,0.176221743,0.817586601,1,MyPlate Calorie Tracker,2022-07-06,,Good for bulking,Cloud:D,5,3.5.3(63),caring
485,0.903010666,0.090151086,0.006838132,0,MyPlate Calorie Tracker,2022-07-05,,Doesn't show micronutrients like it said it would. Wasted 10 dollars,Adam Handlin,1,3.5.3(63),neutral
486,0.010962408,0.110262468,0.87877512,1,MyPlate Calorie Tracker,2022-07-05,,I like it,Giovanny Giuseppe Demarqui,5,3.5.3(63),love
487,0.003545072,0.081351005,0.915103972,1,MyPlate Calorie Tracker,2022-07-05,,Pretty simple to start this!,Susan Thorpe,5,3.5.3(63),neutral
488,0.003501409,0.045146212,0.951352417,1,MyPlate Calorie Tracker,2022-07-05,,Easy to use app. I like that it remembers your food entries.,Erin Fredrich-Filer,5,3.5.3(63),love
489,0.908826053,0.083651088,0.007522844,0,MyPlate Calorie Tracker,2022-07-04,,"Tried to log dinner after midnight and it set it for the dinner of the new day and wouldn't let me change it, which basically screwed up everything",Gaming Toaster,1,3.5.3(63),disappointment
490,0.897279263,0.090267293,0.012453466,0,MyPlate Calorie Tracker,2022-07-04,,"Unusable without going through the ugly rigmarole of sign up. So, if you're looking for something to sample without being forced through the stockyards like brainless sheep this is not for you. Total waste of time and data. Stellar product 👍",Courtney T,1,3.5.3(63),disapproval
491,0.002655351,0.010681163,0.986663461,1,MyPlate Calorie Tracker,2022-07-04,,Really enjoying it. Customer care has been great in responding to my questions.,Debbie Zingshiem,5,3.5.3(63),admiration
492,0.001307141,0.015761791,0.982931077,1,MyPlate Calorie Tracker,2022-07-03,,I love this app. I watch my steps so this really helps me keep track of how much I walk a day.,Annette Butler,5,3.5.3(63),love
493,0.00383598,0.036414597,0.959749401,1,MyPlate Calorie Tracker,2022-07-03,,"Great app that's easy to use to find and log food, with a calorie goal you can set as well as other parameters (like sodium, and micronutrients). I've been able to easily find all my foods so far, or a close approximation!",Kelly Larrow,5,3.5.3(63),admiration
494,0.002056346,0.027832653,0.970111012,1,MyPlate Calorie Tracker,2022-07-03,,My plate is very easy to use and helpful.,Jean Granger-Blackwell,5,3.5.3(63),approval
495,0.089749731,0.343008339,0.567241967,1,MyPlate Calorie Tracker,2022-07-02,,"It works, doesnt seem to have glitches. It stinks looking everything up but if you do it once it will save that item to make it easier for next time.",Kylie Detschman,4,3.5.3(63),caring
496,0.852384567,0.119074091,0.028541351,0,MyPlate Calorie Tracker,2022-07-01,,💩💩💩,Azza Fortysix (AzzaFortysix),1,3.5.3(63),annoyance
497,0.026364341,0.084337033,0.889298618,1,MyPlate Calorie Tracker,2022-06-30,,Great app. Does everything it says and doesn't bother you with ads or any nonsense.,A. N.,5,3.5.3(63),admiration
498,0.970366418,0.025303038,0.004330594,0,MyPlate Calorie Tracker,2022-06-29,,Worst app ever,tasnim nafisa,1,3.5.3(63),disgust
499,0.182599694,0.778557062,0.038843296,0,MyPlate Calorie Tracker,2022-06-29,,"حبيته، سهل استخدام",alaa abu aishah,5,3.5.3(63),neutral
500,0.003502882,0.069202058,0.927295089,1,MyPlate Calorie Tracker,2022-06-29,,Very easy to use for this beginner,Phil Mulligan,5,3.5.3(63),approval
501,0.014934164,0.184054554,0.801011264,1,MyPlate Calorie Tracker,2022-06-29,,Easy to use,Jamie Vargas,5,,neutral
502,0.00503279,0.038197145,0.956770062,1,MyPlate Calorie Tracker,2022-06-29,,Very nice,Kayla Cobb,5,3.5.3(63),admiration
503,0.002572728,0.016449019,0.980978251,1,MyPlate Calorie Tracker,2022-06-29,,"Simple, easy to use, no nonsense. Enjoying the free version so far on Day 1",Jon Lambert,5,3.5.3(63),joy
504,0.014571379,0.064902581,0.920526028,1,MyPlate Calorie Tracker,2022-06-28,,Love it,Kimberly Stewart,5,,love
505,0.002740578,0.014764155,0.982495189,1,MyPlate Calorie Tracker,2022-06-28,,This app is pretty cool and you don't have to upgrade to do everything you need.,Joey,5,3.5.3(63),admiration
506,0.002164823,0.088117965,0.909717202,1,MyPlate Calorie Tracker,2022-06-27,,This helps me stay accountable and better results,Katie Kiger,5,3.5.3(63),approval
507,0.768278301,0.202053785,0.029667882,0,MyPlate Calorie Tracker,2022-06-27,,"So this is a good app Id say. A thing that does make me upset and that needs to improve is they count ALL sugars as sugars for micronutrients, like for example natural sugars that can be found in milk, fruit, and some vegetables. Just makes it confusing by the end of the day when Im going out of my way to avoid added sugars (bad sugars) and I see that Ive eaten around 100gs of sugar per day (natural occuring sugars).",Daphne Smith,4,3.5.3(63),approval
508,0.003026945,0.017471995,0.979501069,1,MyPlate Calorie Tracker,2022-06-27,,"So far enjoying the app, wish I could change the measurement / portion size options with foods but otherwise looks great",Jennifer Metz,4,3.5.3(63),admiration
509,0.00200594,0.006631487,0.991362631,1,MyPlate Calorie Tracker,2022-06-25,,I kind of love this app!,SaimK•V,5,3.5.3(63),love
510,0.002417566,0.080542497,0.917039931,1,MyPlate Calorie Tracker,2022-06-24,,Excellent app and easy to include food and to track your weight 🫶,Julia Valentina Ojeda,5,3.5.3(63),admiration
511,0.020846905,0.443184763,0.535968363,1,MyPlate Calorie Tracker,2022-06-23,,Easy to use barcode scanner,Jesse Spychalla,5,3.5.3(63),neutral
512,0.001730673,0.013864505,0.984404862,1,MyPlate Calorie Tracker,2022-06-22,,"So far, so good!",Carrie McCann,4,3.5.3(63),optimism
513,0.003893776,0.073841915,0.922264278,1,MyPlate Calorie Tracker,2022-06-21,,Very helpful,Jessica,5,3.5.3(63),approval
514,0.001234787,0.011918978,0.986846209,1,MyPlate Calorie Tracker,2022-06-20,,Easy to navigate and the color pallette is cute!,Christine Parker,5,3.5.3(63),admiration
515,0.002703384,0.057100397,0.940196157,1,MyPlate Calorie Tracker,2022-06-20,,Helps me a lot!!,Porsha Cullen,5,3.5.3(63),realization
516,0.544823885,0.411623776,0.043552376,0,MyPlate Calorie Tracker,2022-06-20,,It's jus hard to find out on how to use it,Kaiden,4,3.5.3(63),confusion
517,0.028387876,0.115413345,0.856198728,1,MyPlate Calorie Tracker,2022-06-19,,This is really helpful and such a user-friendly app. There are just times that some of my food choices are not here that is why I really have to remake the ingredients.,Irish Rinae Guerrero,4,3.5.3(63),approval
518,0.004744248,0.022973008,0.972282767,1,MyPlate Calorie Tracker,2022-06-18,,Love it!,Francisco Xavier Diaz,5,3.5.3(63),love
519,0.004773873,0.031037558,0.964188516,1,MyPlate Calorie Tracker,2022-06-18,,Great app.,Ty Lamberth,5,3.5.3(63),admiration
520,0.008278287,0.026217761,0.965503931,1,MyPlate Calorie Tracker,2022-06-17,,I love it,Priscilla Ketor,5,3.5.3(63),love
521,0.001872763,0.018589098,0.979538143,1,MyPlate Calorie Tracker,2022-06-16,,A good way to track calories and weight. Love the app.,Lisa Tait,5,3.5.3(63),admiration
522,0.812412858,0.17577526,0.01181186,0,MyPlate Calorie Tracker,2022-06-16,,Not very intuitive. Still trying to figure it out.,Carla Schanstra,3,3.5.3(63),confusion
523,0.004194343,0.035945259,0.959860444,1,MyPlate Calorie Tracker,2022-06-16,,Great free app! You can purchase a pro version for more per but not necessary,Skywater White,5,3.5.3(63),admiration
524,0.008177414,0.144253969,0.847568631,1,MyPlate Calorie Tracker,2022-06-16,,Makes tracking fun and easy,A Google user,5,3.5.3(63),neutral
525,0.003840464,0.028566269,0.967593253,1,MyPlate Calorie Tracker,2022-06-15,,I enjoy the app.,Linda Powis,5,3.5.3(63),joy
526,0.014897404,0.099540718,0.885561883,1,MyPlate Calorie Tracker,2022-06-15,,"Not as many food & portion choices as MyFitnessPal, but it's pretty and free! If it goes paid I'll uninstall! Thanks developers..",Patti Anderson,4,3.5.3(63),gratitude
527,0.402022034,0.427012205,0.170965761,0,MyPlate Calorie Tracker,2022-06-15,,"App has assigned all the days calories to my breakfast. Do not know how to reset. Uninstalled and installed but nothing changed. Uninstalled 6 or more apps to get this onto my Acer Chromebook. It was confusing at the start but entering food is good. Having problem entering my step because everything is min, time but steps total for the day, no.",Carolyn Aleven,4,3.5.3(63),confusion
528,0.714444399,0.23066929,0.05488636,0,MyPlate Calorie Tracker,2022-06-14,,"I only had this app for like a few days now, im finally using it. By far its not letting me delete a meal i added i made an mistake and i cannot delete or fix it so its only getting a two star. Please fix thanks",vyon 80,2,3.5.3(63),gratitude
529,0.005742546,0.135930881,0.858326554,1,MyPlate Calorie Tracker,2022-06-14,,It's easy to use and hoping to lose some weight with it.,O.S NONEGIVEN,5,3.5.3(63),approval
530,0.002554703,0.020273751,0.97717154,1,MyPlate Calorie Tracker,2022-06-13,,Works great. Finds everything for easy use,jason hiibel,5,3.5.3(63),admiration
531,0.003134984,0.06013428,0.936730683,1,MyPlate Calorie Tracker,2022-06-13,,Cool app,Lindsey Jensen,3,3.5.3(63),admiration
532,0.007334749,0.081246704,0.911418557,1,MyPlate Calorie Tracker,2022-06-13,,Love the scan option and serving size option. Easy way to track my daily nutrition and see where I need to improve.,Andrea Penter,5,3.5.3(63),approval
533,0.006219288,0.066042192,0.927738547,1,MyPlate Calorie Tracker,2022-06-13,,Great app! I only wish that I could connect my Fitbit to it for a more accurate excercise measurement,Amy Hutchinson,4,3.5.3(63),admiration
534,0.013661885,0.167774081,0.818563998,1,MyPlate Calorie Tracker,2022-06-12,,"Love it so far.. Quick question, is there going to be an update for the type of exercises to be logged? As the basic workout names don't come up.. (ex.. bench press, squats, leg press, triceps extension)",richard cervantes,5,3.5.3(63),curiosity
535,0.002092998,0.016523335,0.981383741,1,MyPlate Calorie Tracker,2022-06-12,,"Easy to use, very informative, great app.",Lana Deruise,5,,admiration
536,0.191178218,0.765459239,0.043362599,0,MyPlate Calorie Tracker,2022-06-12,,You have to make an account to use this,filthy stinky possum,1,,neutral
537,0.004409425,0.077262051,0.918328524,1,MyPlate Calorie Tracker,2022-06-11,,"It took me a minute, but I'm catching on and I think it is working!",Allen Gilbert,4,3.5.3(63),realization
538,0.006283718,0.160035864,0.833680451,1,MyPlate Calorie Tracker,2022-06-11,,Zyzz would be proud,StingerRay,5,3.5.3(63),admiration
539,0.774388611,0.195705056,0.029906332,0,MyPlate Calorie Tracker,2022-06-11,,"It's a decent app. The only problem is you can't change how many ounces of something you are going to eat. You can only put in how many servings you have had of the food. It's confusing as hell for me to try to figure out how to put in meat. Like if I eat a steak that is 6 oz, I would have to determine how many servings of 4 oz it is. That's confusing. Why can't I just type in how much of something I've had in a simplet way? If there is a way to do that it isn't explained at all either",Mckayla Durbin,3,3.5.3(63),confusion
540,0.785215855,0.204297259,0.010486865,0,MyPlate Calorie Tracker,2022-06-11,,Doesn't recognise barcodes,James,1,3.5.3(63),neutral
541,0.0033254,0.081390776,0.915283799,1,MyPlate Calorie Tracker,2022-06-11,,"Very helpful, I've put on 30 pounds of muscle since I've started using",Kaedin Teel,5,3.5.3(63),approval
542,0.007688142,0.150066763,0.842245102,1,MyPlate Calorie Tracker,2022-06-11,,Great for losing weight.,T. Wilson,5,3.5.3(63),caring
543,0.007695972,0.189768136,0.802535951,1,MyPlate Calorie Tracker,2022-06-11,,Easy so far,Wendy Swann,5,3.5.3(63),neutral
544,0.008311049,0.169051558,0.822637379,1,MyPlate Calorie Tracker,2022-06-11,,Excellent App to keep you &quot;honest&quot; about what you eat.,Violet Beilfuss,5,3.5.3(63),admiration
545,0.213705808,0.521063745,0.265230507,1,MyPlate Calorie Tracker,2022-06-10,,"Good, but ads.",Lyndsey Reckling,4,3.5.3(63),admiration
546,0.952661037,0.042815942,0.004523044,0,MyPlate Calorie Tracker,2022-06-10,,As soon as I downloaded this app i was inundated with spam calls. Uninstalled it but the damage is done. Beware!,cathy lindbeck,1,,fear
547,0.029206065,0.275244802,0.69554913,1,MyPlate Calorie Tracker,2022-06-09,,Would be perfect if I could track blood glucose and blood pressure stats,Banning Stuckey,3,3.5.3(63),neutral
548,0.979565263,0.018113678,0.002321081,0,MyPlate Calorie Tracker,2022-06-09,,Can't sign up every time I tried it said OOPS SOMETHING WENT WORG I hate this app,Kylie Stowers,1,,anger
549,0.007756184,0.540849149,0.451394677,1,MyPlate Calorie Tracker,2022-06-08,,Working on i!,Roberta Thees,3,3.5.3(63),neutral
550,0.917611778,0.0765137,0.005874473,0,MyPlate Calorie Tracker,2022-06-08,,Not user friendly. You have to email them and wait for their reply to even get your account deleted. Also &quot;quick add calories&quot; is burried under 4 menus and submenus before you can add anything. What's the point of &quot;quick add&quot;?,Armando J. Gonzalez Dorta,2,,neutral
551,0.003893776,0.073841915,0.922264278,1,MyPlate Calorie Tracker,2022-06-08,,Very helpful,JulieAnna Turner,4,3.5.3(63),approval
552,0.006441521,0.074207522,0.919350982,1,MyPlate Calorie Tracker,2022-06-08,,Love the scan option and the wheel of macros.,Shannon Benson,5,,love
553,0.006041781,0.048056357,0.945901871,1,MyPlate Calorie Tracker,2022-06-07,,"Very good! No ads, and it helps track calories and gives good estimates and options for how long you want to take and how much you want to lose. Nice!",Jackson Martinez,5,3.5.3(63),admiration
554,0.00160322,0.011912118,0.986484706,1,MyPlate Calorie Tracker,2022-06-06,,So far so great!,Amanda Sorensen,5,3.5.3(63),admiration
555,0.481215954,0.494309068,0.024474928,0,MyPlate Calorie Tracker,2022-06-06,,App would not except my entries,Edward Hans,1,,neutral
556,0.014903163,0.202646226,0.782450676,1,MyPlate Calorie Tracker,2022-06-05,,What I need!,tasha campbell,5,3.5.3(63),neutral
557,0.948228121,0.048382971,0.003388952,0,MyPlate Calorie Tracker,2022-06-03,,My app keeps shutting down everytime i click on a post :/,Smile Dude,1,3.5.3(63),neutral
558,0.002569613,0.041111335,0.956319034,1,MyPlate Calorie Tracker,2022-06-03,,Very helpful!,Mermaliade,5,3.5.3(63),approval
559,0.001656213,0.007949948,0.990393817,1,MyPlate Calorie Tracker,2022-06-03,,This is a great app so far,Mom Dad,5,3.5.3(63),admiration
560,0.006155144,0.043387912,0.950456977,1,MyPlate Calorie Tracker,2022-06-03,,Great app,Euodia Mathenge _,5,3.5.3(63),admiration
561,0.001832705,0.056716915,0.941450357,1,MyPlate Calorie Tracker,2022-06-02,,Very extensive list of foods available when adding meals. Makes it very convenient when adding meals when busy.,Danny Mueller,5,3.5.3(63),approval
562,0.003725018,0.059677795,0.936597168,1,MyPlate Calorie Tracker,2022-06-02,,Great for tracking all meals. Easy to use.,Charles T Lancaster,5,3.5.3(63),admiration
563,0.007069475,0.11667347,0.876257062,1,MyPlate Calorie Tracker,2022-06-01,,Easy to navigate!,Kate Smith,5,3.5.3(63),neutral
564,0.007864033,0.368188024,0.623947978,1,MyPlate Calorie Tracker,2022-06-01,,Simple and necessary to track my improvement,Agon Gashi,5,3.5.3(63),neutral
565,0.487669617,0.459340841,0.052989576,0,MyPlate Calorie Tracker,2022-06-01,,I need a tracker that will help estimate the calories and adjust to half servings. When I tried adding blueberries to my oatmeal it did not offer any caloric suggestions,Michele Zibrun,2,,desire
566,0.01296235,0.222799286,0.764238417,1,MyPlate Calorie Tracker,2022-06-01,,Simple and easy to use.,Drew Casty,5,3.5.3(63),neutral
567,0.68714565,0.229564428,0.083289936,0,MyPlate Calorie Tracker,2022-05-31,,"no ads, not an ugly app, and shows simple stats that you don't even have to look at :) i love to use it because it's awkward to look at physical calories on boxes, and it always has what i ate. (although the searching could use more filtering.) only issues for me are 1. that the numbers turn red when you're even just the slightest bit over, which is very aggressive, and there isn't anything to warn away a starvation diet. and 2. i feel like the community is very toxicly positive and old.",S. Scott,5,3.5.3(63),disgust
568,0.034517828,0.144765809,0.820716381,1,MyPlate Calorie Tracker,2022-05-31,,"I appreciate this app- makes it easy to log food and find approximations for calories and macros even when I'm too lazy to do the exact amounts. I don't need to spend more than a minute to input a meal, but even when I'm thorough it doesn't make more than 3min!",Suzanne Turner,5,3.5.3(63),admiration
569,0.007448296,0.06486278,0.927688956,1,MyPlate Calorie Tracker,2022-05-31,,Good app,moDy Oni R,5,3.5.3(63),admiration
570,0.196923658,0.739480317,0.06359598,0,MyPlate Calorie Tracker,2022-05-30,,Still learning how to use it.,Ed Enderle,4,3.5.3(63),confusion
571,0.937544048,0.059532143,0.00292375,0,MyPlate Calorie Tracker,2022-05-30,,Nutrition facts aren't accurate for any of the foods. It defeats the whole purpose.,Brianna Hopkins,1,,disapproval
572,0.001796881,0.016620133,0.98158294,1,MyPlate Calorie Tracker,2022-05-28,,So far so great 👍,Debbie-Ann Smith,5,3.5.3(63),admiration
573,0.014571379,0.064902581,0.920526028,1,MyPlate Calorie Tracker,2022-05-27,,Love it,A Google user,5,3.5.3(63),love
574,0.014934164,0.184054554,0.801011264,1,MyPlate Calorie Tracker,2022-05-27,,Easy to use,Birol Capa,5,3.5.3(63),neutral
575,0.021560209,0.879078448,0.099361345,1,MyPlate Calorie Tracker,2022-05-26,,I just signed up yesterday afternoon.,Karen Vickers,5,3.5.3(63),approval
576,0.018071011,0.121540762,0.860388219,1,MyPlate Calorie Tracker,2022-05-26,,Love it for my calories.,Yerodin Kalu,5,3.5.3(63),love
577,0.033473779,0.160669714,0.805856466,1,MyPlate Calorie Tracker,2022-05-25,,I love that it breaks down you food info automatically,Lynn Ternovan,5,3.5.3(63),love
578,0.001569424,0.007879531,0.990550995,1,MyPlate Calorie Tracker,2022-05-25,,"Great app so far, I love that it links to my Google fit.",Justin Watts,5,3.5.3(63),admiration
579,0.003370815,0.022437623,0.974191606,1,MyPlate Calorie Tracker,2022-05-23,,Awesome so easy to use.,Tina Blacklock,5,3.5.3(63),admiration
580,0.002523176,0.03682461,0.960652173,1,MyPlate Calorie Tracker,2022-05-22,,I it's great! Counts nutritional information on everything I eat.,Kelly Allen,5,3.5.3(63),admiration
581,0.026787927,0.298764437,0.674447596,1,MyPlate Calorie Tracker,2022-05-22,,I like that i can keep track of my intake,Marylewis Daniel,5,3.5.3(63),love
582,0.009108557,0.11751505,0.873376369,1,MyPlate Calorie Tracker,2022-05-22,,nice 👍,MUHAMMAD HAZIM BIN ROSIDI,5,3.5.3(63),admiration
583,0.002954509,0.046119168,0.950926304,1,MyPlate Calorie Tracker,2022-05-21,,Very good app to log your food intake.,Irfan Ali,5,3.5.3(63),admiration
584,0.002848003,0.050142366,0.947009563,1,MyPlate Calorie Tracker,2022-05-21,,"Amazing app, tracks food from all over, + water intake. Compatibility with other apps makes watching calories easy and simple.",James Carroll,5,3.5.3(63),admiration
585,0.055672329,0.821322203,0.123005427,1,MyPlate Calorie Tracker,2022-05-21,,For register it show already exists,PRASANTHI KUMARI amma,2,,neutral
586,0.062184751,0.29714334,0.640671909,1,MyPlate Calorie Tracker,2022-05-21,,GOOD,ANKET VERMA,4,3.5.3(63),disgust
587,0.00336306,0.037113439,0.959523439,1,MyPlate Calorie Tracker,2022-05-20,,I like it so far,Tina Delp,5,3.5.3(63),love
588,0.003813889,0.035578843,0.96060729,1,MyPlate Calorie Tracker,2022-05-19,,It's good,Cody Southwick,5,3.5.3(63),admiration
589,0.001592909,0.006348711,0.992058456,1,MyPlate Calorie Tracker,2022-05-19,,I love you and I love this app helps a lot,Isaiah King,5,3.5.3(63),love
590,0.029673487,0.188479438,0.781847119,1,MyPlate Calorie Tracker,2022-05-19,,Needs more options for food tracking such as weight instead of serving size. Otherwise pretty good. Way better interface than MyFitnessPal.,Kyle Thomas,4,3.5.3(63),admiration
591,0.063368693,0.093164109,0.843467116,1,MyPlate Calorie Tracker,2022-05-19,,"So far love everything about the app I will let you know when it changes, if it stops being free I will be sad",Tasha Kemblowski,5,3.5.3(63),love
592,0.534131765,0.405245334,0.06062286,0,MyPlate Calorie Tracker,2022-05-18,,I originally gave a five star review but revised it down to two star when I discovered the premium version does not track micronutrients (only the apple iOS version will track micro nutrients),Matt Pond,2,3.5.3(63),realization
593,0.651395321,0.326973021,0.021631707,0,MyPlate Calorie Tracker,2022-05-17,,It doesn't scan the bar codes half the time,Nydia Negron,4,3.5.3(63),disapproval
594,0.909508526,0.080980338,0.009511173,0,MyPlate Calorie Tracker,2022-05-16,,Doesn't even connect to my samsung health app!,NGWx BLAST,1,,neutral
595,0.004983529,0.067849874,0.927166581,1,MyPlate Calorie Tracker,2022-05-16,,Just installed. Works fine so far.,Liz Cornish,4,3.5.3(63),approval
596,0.009847986,0.034137506,0.956014574,1,MyPlate Calorie Tracker,2022-05-16,,Best Damn App in the world!!!!,LaShone Carey,5,3.5.3(63),admiration
597,0.010708648,0.41418761,0.57510376,1,MyPlate Calorie Tracker,2022-05-15,,The ability to get my BMR and body type should be included in figuring out the calorie intake. But it's free and I've found all the foods I've looked for so far. I will update if needed.,Aaron Johnson,4,3.5.3(63),approval
598,0.003084997,0.027287299,0.969627678,1,MyPlate Calorie Tracker,2022-05-15,,Good stuff keep it up,fawaz kalathingal,5,3.5.3(63),admiration
599,0.005136713,0.120146327,0.874716938,1,MyPlate Calorie Tracker,2022-05-14,,Probably it is the best app to calculate calories intake for different types of food.,Dilpreet Kaur,5,3.5.3(63),neutral
600,0.003329556,0.029635981,0.967034459,1,MyPlate Calorie Tracker,2022-05-13,,TOTALLY easy and fun App to use,Joel Ament,5,3.5.3(63),amusement
601,0.014934164,0.184054554,0.801011264,1,MyPlate Calorie Tracker,2022-05-13,,Easy to use,Brenda Webber,5,3.5.3(63),neutral
602,0.016931271,0.151923224,0.831145525,1,MyPlate Calorie Tracker,2022-05-12,,Only been using it for 48 hours but the free version is very fair and does everything I wanted it to do for my needs. Was going to put 4 stars but I discovered &quot;sex&quot; is an entry under exercise. Vigorous burns surprisingly less calories than I expected....,Tom Badgerlocke,5,3.5.3(63),surprise
603,0.27964139,0.274583846,0.445774764,1,MyPlate Calorie Tracker,2022-05-11,,I really love this app but for some reason it is glitching,Pilgrim Maphaha,5,3.5.3(63),love
604,0.099116899,0.661081851,0.239801303,1,MyPlate Calorie Tracker,2022-05-11,,Would have gotten 5 stars if you didn't prompt the rate button right away,vidatepoz,4,,neutral
605,0.968262255,0.028891357,0.002846382,0,MyPlate Calorie Tracker,2022-05-11,,"This app crashes way too often. I'll be in the middle of inputting my macros and it just shuts down. I've also run into issues where I scan the barcode on items and either incorrect data comes up, or the wrong item itself comes up",Stephanie Volkar,3,3.5.3(63),annoyance
606,0.438457638,0.53359735,0.027945017,0,MyPlate Calorie Tracker,2022-05-11,,Does not scan most food. When you add the food it does take some of them so then you can only add the calories,monizal mccann,1,,neutral
