,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,,
675,676,0.060831565,0.121752582,0.817415893,1,Food Gang,2022-04-27,,This game is a really good game the only problem is the lag im not sure if it's just my device,Julian Palacios,4,1.0.6,admiration,,,,
676,677,0.008095546,0.080937028,0.91096741,1,Food Gang,2022-04-27,,Outstanding game,Keshavamurthy Mudlapur,5,,admiration,,,,
677,678,0.972181499,0.023824893,0.00399361,0,Food Gang,2022-04-26,,"It's a pretty mediocre game. Not great. It's really obvious that the &quot;players&quot; are actually bots, and only having 3 maps to play on gets pretty boring. Also, the ads are WAY out of control. There's always a mandatory ad after every battle, and some of them are really long",Caleb Riser,2,1.0.6,disappointment,,,,
678,679,0.003177694,0.013036536,0.983785689,1,Food Gang,2022-04-26,,The game is just amazing,Hussein Hamada,5,,excitement,,,,
679,680,0.003710398,0.235664234,0.760625362,1,Food Gang,2022-04-26,,Can you add that you can add people plss i will rate it 5 star⭐⭐⭐⭐⭐,elio gutierez,2,1.0.6,approval,,,,
680,681,0.004599516,0.019651804,0.975748658,1,Food Gang,2022-04-25,,I give it 4 stars because it is so good but when I play its si laggy and I cant play with my friends but its super good.👍,Bran Williams,4,,admiration,,,,
681,682,0.00833755,0.083822198,0.907840252,1,Food Gang,2022-04-25,,Awesome,Thomas Hutchings,5,1.0.6,admiration,,,,
682,683,0.901900589,0.088809684,0.009289765,0,Food Gang,2022-04-25,,Not so good but I did not so good,FL GABO,3,,disappointment,,,,
683,684,0.006387061,0.293497533,0.700115383,1,Food Gang,2022-04-24,,Action packed and has lots of characters.,Md Mukit,5,1.0.6,neutral,,,,
684,685,0.372332484,0.439599335,0.188068137,0,Food Gang,2022-04-24,,"I like it, your average fighting game. Only criticism I have is when its a draw i dont think it makes sence to get a draw and win nothing in return. But win one medal when you lose. It juat seems odd.",Christa Shortt,4,1.0.6,love,,,,
685,686,0.921006858,0.072087996,0.006905118,0,Food Gang,2022-04-23,,The joystick is glitched and it makes the game hard,Manmeet Kaur Dua,1,1.0.6,neutral,,,,
686,687,0.972537875,0.023984561,0.003477624,0,Food Gang,2022-04-23,,Stupid lost connection on every game And not a fun game,Fitri Hermana,1,1.0.6,annoyance,,,,
687,688,0.803799748,0.184412047,0.011788249,0,Food Gang,2022-04-23,,I lose all my progress level I want my account,Muhammad Ali,1,,disappointment,,,,
688,689,0.030611807,0.094255179,0.875133038,1,Food Gang,2022-04-23,,Super fun and it's not to easy,Elias Saarinen,5,,amusement,,,,
689,690,0.239852518,0.674314559,0.085832968,0,Food Gang,2022-04-23,,it is not to violentb the game is about kills using vegitaballs,Hannah Luxton,5,1.0.6,neutral,,,,
690,691,0.206062123,0.422109991,0.3718279,1,Food Gang,2022-04-22,,"The game has a cute art style and concept. I feel like it has a lot of potential, but has flaws. It's kinda obvious the &quot;players&quot; are bots. The gameplay can get stale, as all it really is is playing and opening fridges. It would be cool if it had a more Super Smash Bros. type of feel.",LiamPlayz,3,1.0.6,love,,,,
691,692,0.004361586,0.022577558,0.973060906,1,Food Gang,2022-04-22,,Best game ever,Alex aid46,5,,admiration,,,,
692,693,0.629937053,0.28790608,0.082156889,0,Food Gang,2022-04-22,,Makes you not want to play because there's so many ads and you're only playing Bots. If we could actually play friends or real players it would be nice minus the ads. I understand some ads but an ad after every single game is just ridiculous. Weekly missions are also a little bit too much because how am I supposed to beat 4 bots with me forced to play as the banana; should be able to play who you want to play for weekly missions. Game has a lot of potential but I think I will be deleting for now,Beautiful Symone,1,1.0.6,annoyance,,,,
693,694,0.003115311,0.219388783,0.777495861,1,Food Gang,2022-04-22,,یشتنکگفغ💖😍🤩🍓🌽🏩🥿🏳️‍🌈,Amir Arsalan Afrasiaby Vojdan,5,1.0.6,neutral,,,,
694,695,0.028096551,0.214108199,0.757795274,1,Food Gang,2022-04-22,,nice game but if you play with network so there is too many adds and if you don't play with network so there is some things that needed network like cool item can they be free hope you understand :),Samima Akter,4,1.0.6,approval,,,,
695,696,0.095334724,0.173268184,0.731397092,1,Food Gang,2022-04-21,,This game is great but i never get fighter,Anni Yulianti Thaufik,5,1.0.6,admiration,,,,
696,697,0.960589826,0.036031626,0.00337852,0,Food Gang,2022-04-20,,not good like cuppy and muggo,Bentley Carrillo,1,,disapproval,,,,
697,698,0.001845966,0.005794782,0.992359221,1,Food Gang,2022-04-20,,This is a great game it is off the charts I love playing it. In a way it's similar to brawl stars but makes it feel so different!,Captian Kitty S,5,1.0.6,admiration,,,,
698,699,0.003036581,0.020051103,0.97691226,1,Food Gang,2022-04-20,,Because you gave me a rare whoever made this game I love you,Ramon Ruiz,5,1.0.6,love,,,,
699,700,0.001509904,0.010311964,0.988178194,1,Food Gang,2022-04-20,,A Great Game is a really good game is really good it's a really good game and I think it's the best game and the food game is the best game,A Google user,5,,admiration,,,,
700,701,0.003729688,0.024709761,0.971560538,1,Food Gang,2022-04-20,,AMAZING SOOOOOOOO GOOOOOOD GET IT,Claire Jordan,5,1.0.6,excitement,,,,
701,702,0.894938469,0.096505143,0.008556485,0,Food Gang,2022-04-20,,You can't get sushi in the level rewards. :(,Julio Armenta,1,,sadness,,,,
702,703,0.031743918,0.679180682,0.289075434,1,Food Gang,2022-04-20,,Op game Oooooppp,kiran preet,5,,neutral,,,,
703,704,0.004550229,0.02919434,0.966255367,1,Food Gang,2022-04-20,,The app is amazing but i like it if there where more characters,Igor Jakimovski,5,1.0.6,admiration,,,,
704,705,0.008846232,0.075487569,0.915666223,1,Food Gang,2022-04-19,,Good game,Massa Assaker,5,1.0.6,gratitude,,,,
705,706,0.302963853,0.4634794,0.233556762,0,Food Gang,2022-04-19,,Bruh if you know brawl stars brawl stars was good until i lost my account don't ask how anyways this game was way more butter 4 stars,Ali Altahoo,4,1.0.6,disappointment,,,,
706,707,0.032676641,0.79414773,0.173175603,1,Food Gang,2022-04-18,,Add more foods,N b C r,5,1.0.6,neutral,,,,
707,708,0.356172472,0.436602443,0.207225084,0,Food Gang,2022-04-18,,I like the game but there is a lot of ads every time I finish a game and go back to lobby and ad appears. Please change this and I will increase my rating.,Cornelia Dipa Gomes,2,1.0.6,love,,,,
708,709,0.001698573,0.009004694,0.989296734,1,Food Gang,2022-04-18,,Very good and a funny concept game but this game is very good !,arshooter,4,,admiration,,,,
709,710,0.382168591,0.49538061,0.122450814,0,Food Gang,2022-04-18,,The fighting fun but it changes each character that you need for the missions and I don't have those characters,Nicholas Ayieko,5,1.0.6,amusement,,,,
710,711,0.224021614,0.614349067,0.161629304,0,Food Gang,2022-04-17,,Anas ansari,arshad ansari,5,1.0.6,neutral,,,,
711,712,0.204687402,0.74607563,0.049237002,0,Food Gang,2022-04-17,,گنده,Mohsen Shahrabi,1,,neutral,,,,
712,713,0.002113877,0.008126591,0.989759564,1,Food Gang,2022-04-17,,This is so good,Shakeel Ahmad,3,1.0.6,joy,,,,
713,714,0.307606876,0.366679519,0.325713664,1,Food Gang,2022-04-17,,This game is good but I can not get skin,Miyaa Toviii,1,1.0.6,admiration,,,,
714,715,0.303075463,0.64075619,0.056168325,0,Food Gang,2022-04-17,,One word:&quot;ads&quot;,Aleksandar Radujkovic,1,1.0.6,neutral,,,,
715,716,0.003318814,0.106565244,0.890115976,1,Food Gang,2022-04-16,,"a 3d one, fun",timothy brackett,3,1.0.6,joy,,,,
716,717,0.084625311,0.842038393,0.073336221,0,Food Gang,2022-04-16,,Ok food ka mjak bna ke rakh DIYA HAI,Geeta Dhruw,4,,amusement,,,,
717,718,0.173527092,0.736541212,0.089931712,0,Food Gang,2022-04-16,,It needs multiplayer,Alfie Dyer,4,1.0.6,neutral,,,,
718,719,0.075032584,0.811290264,0.113677114,1,Food Gang,2022-04-16,,Time passs game must try,Abinandh Vanoj,5,1.0.6,neutral,,,,
719,720,0.002555062,0.011637877,0.985807061,1,Food Gang,2022-04-16,,GOOD great verything thanks who crieted this game,Bachi Bichou,5,1.0.6,admiration,,,,
720,721,0.001807745,0.007447763,0.990744531,1,Food Gang,2022-04-16,,"GORGEOUS! This game is really fun! Great for beginners in the mobile game community. The characters are really well designed. Also proud of how they don't all use guns, there's one with a boomerangs, one with a chainsaw, you get it. Definitely would recommend!",SuperbombYT animations,4,1.0.6,admiration,,,,
721,722,0.614206374,0.325164825,0.060628809,0,Food Gang,2022-04-15,,I was playing this a have good internet then it kick me 1/5 star it's the lag,Melany Policarpio,1,1.0.6,neutral,,,,
722,723,0.017752683,0.131830931,0.850416422,1,Food Gang,2022-04-15,,Yes I can be my favourite vegetable while fighting people YES,Ducki beans (Cocobean),5,1.0.6,love,,,,
723,724,0.005444486,0.106147185,0.888408303,1,Food Gang,2022-04-15,,😎 awsome,Mama Taklu,5,1.0.6,surprise,,,,
724,725,0.076158389,0.56234771,0.361493886,1,Food Gang,2022-04-15,,please give me NORI,Anita Rai,4,,approval,,,,
725,726,0.003990266,0.013567798,0.982441962,1,Food Gang,2022-04-15,,Love this game.,atharv khelp king,5,1.0.6,love,,,,
726,727,0.282544851,0.4303689,0.287086278,1,Food Gang,2022-04-15,,🤣🤣🤣🤣,Ashishraj Rai,5,1.0.6,neutral,,,,
727,728,0.002408453,0.013539908,0.984051585,1,Food Gang,2022-04-15,,Its good but it's kinda easy and I think that its not multiplayer because of the names. But it's a really good game I recommend to download this,Winslee Hano Barry,3,1.0.6,approval,,,,
728,729,0.149006084,0.807453811,0.043540049,0,Food Gang,2022-04-15,,Ejndr J4hjj53hhrhhrgt4yrutu4uu55uuh4hrt,kevin Gucilatar,2,,neutral,,,,
729,730,0.195425481,0.643830419,0.160744101,0,Food Gang,2022-04-14,,EG sn,Opa Shah,5,,neutral,,,,
730,731,0.038633592,0.290844411,0.670521975,1,Food Gang,2022-04-14,,Great wish there was online,Luke Danielson,5,1.0.6,admiration,,,,
731,732,0.002180485,0.017920563,0.97989893,1,Food Gang,2022-04-14,,Really fun and enjoyable,Grace Emeralda Quartey-Papafio,5,1.0.6,joy,,,,
732,733,0.011851812,0.909366727,0.078781433,1,Food Gang,2022-04-14,,Cool and warm the food on the top side with the remaining butter and butter and the rest remaining ingredients on top and top with a tablespoon serving of,Atik Howlader,5,1.0.6,neutral,,,,
733,734,0.349992663,0.564002514,0.086004831,0,Food Gang,2022-04-14,,bloop games thw game is 27 mb right? no im lagging but the 27 mb loed to me can u make graphics lowing down pls,nerdfish,5,,neutral,,,,
734,735,0.812132239,0.173985764,0.013881977,0,Food Gang,2022-04-14,,This game was always having one problem 😕🧐,Thangavel Thangavel,1,,disappointment,,,,
735,736,0.947790325,0.046876434,0.005333253,0,Food Gang,2022-04-14,,Not good,One One,1,1.0.6,disapproval,,,,
736,737,0.24420926,0.697311282,0.058479439,0,Food Gang,2022-04-14,,عالی,Crow Gerami,5,,neutral,,,,
737,738,0.00326813,0.008170086,0.988561749,1,Food Gang,2022-04-13,,an amazing game I love it I wish I could rate it more if so would rate it 500 000000 it is so addicting,kevin wagner,5,1.0.6,admiration,,,,
738,739,0.010990585,0.025797747,0.963211715,1,Food Gang,2022-04-13,,"I have played this game for 2 years now,and i never bored to play it again,but can you please make us easier to get a hero? I have opened like 3 giant fridge but still,i didn't get any new hero,and can you add a new map,bcs it will be more fun and unboring if we have more maps,overall i love this game! It's fun!",Axelle Orlando,4,1.0.6,joy,,,,
739,740,0.833645523,0.155864596,0.010489851,0,Food Gang,2022-04-13,,I kept losing,Debra Huggins,3,,disappointment,,,,
740,741,0.013306138,0.048518375,0.938175499,1,Food Gang,2022-04-13,,I can't believe that you are so excited for this game that you have all the computer skills on a mobile game,fttv John,1,,excitement,,,,
741,742,0.181660205,0.773985445,0.04435442,0,Food Gang,2022-04-13,,خیلی خوب,Zahra Mojtahed,5,1.0.6,neutral,,,,
742,743,0.001523203,0.034156583,0.964320183,1,Food Gang,2022-04-13,,O😍❤️😘🤑💜💙💖,Rayan Walid,5,,sadness,,,,
743,744,0.208897129,0.398089021,0.393013895,1,Food Gang,2022-04-13,,Fun and nice but it's tiling me I'm offliline,Jacob Rabor,2,1.0.6,joy,,,,
744,745,0.002540713,0.027187457,0.970271766,1,Food Gang,2022-04-13,,Fun and awesome,Jaxton Chuck,5,1.0.6,joy,,,,
745,746,0.944051564,0.049333546,0.006614857,0,Food Gang,2022-04-12,,"Ridiculous ads each time finish a short game, ads without a reward. Refuse to pick reward but ads appear, the no reward ads cannot be skip is same as get rewarded ads time period. Ridiculous flow, don't play anymore. You should at least let us skip ads when we choose no reward!!! !!! !!!!! !!!!!!! !!!!!!!!!!",Meow Cat,1,,amusement,,,,
746,747,0.001631158,0.007697988,0.9906708,1,Food Gang,2022-04-12,,This game is so cool,Chan Myae,5,1.0.6,joy,,,,
747,748,0.020571301,0.255267739,0.724160969,1,Food Gang,2022-04-12,,QUITE FUN,James Mitchell-Smith,5,,joy,,,,
748,749,0.006430941,0.060108006,0.93346113,1,Food Gang,2022-04-12,,Super game,Gregory Gregory,5,1.0.6,excitement,,,,
749,750,0.044185068,0.438411146,0.517403781,1,Food Gang,2022-04-12,,big bast food gang fun game comedy game foods is a gun to the day is game is comedddddddddddddddy,Ratan Dutta,5,1.0.6,amusement,,,,
750,751,0.887472928,0.100518361,0.012008709,0,Food Gang,2022-04-12,,"When I want to get the fridge that I got after winning a match I have to watch an add, but every time I press the button to watch the add, then nothing happens. It won't let me watch the add so I can't take the fridge. Please fix that or I will uninstall this game",Στέλλα Ντ,1,1.0.6,disappointment,,,,
751,752,0.052167039,0.104144603,0.843688369,1,Food Gang,2022-04-12,,OK this game is so awesome and so great but I can't play it the game I just installed the game and also please fix it so that I can play the game😘😘,Francis Elmer Santillan,4,1.0.6,admiration,,,,
752,753,0.20503059,0.76150161,0.033467811,0,Food Gang,2022-04-11,,آفرین بازی خوب,artin ghadery,5,,neutral,,,,
753,754,0.215113789,0.580327451,0.204558805,0,Food Gang,2022-04-10,,banana,LANG 1019,5,1.0.6,neutral,,,,
754,755,0.003063412,0.025929127,0.971007407,1,Food Gang,2022-04-10,,Amazing game!But it would be way better if u could play or invite friends . Please add that to the game. :) thanks,Jubedha Mashuk,4,1.0.6,admiration,,,,
755,756,0.212186232,0.718637168,0.069176599,0,Food Gang,2022-04-10,,Оухазлою.,Maud Keough,4,1.0.6,neutral,,,,
756,757,0.332539588,0.345665246,0.321795255,0,Food Gang,2022-04-10,,"This game is good but give some fu*king updates😠. I played this game before and now i reinstalled it all my skin are gone😠😠. We need update or-else we uninstall it. This game is a masterpiece please update it i am waiting for the update. Sorry if my words are rude, bcz i can't control my anger... Sorry again!",sai santhosh,5,1.0.6,gratitude,,,,
757,758,0.007530241,0.049608283,0.942861438,1,Food Gang,2022-04-10,,I like it or should i say i love it,haikal rayyan,5,,love,,,,
758,759,0.005490878,0.088298172,0.906210959,1,Food Gang,2022-04-10,,Wonderful,Stacey Earp,5,1.0.6,excitement,,,,
759,760,0.0019014,0.01862142,0.979477167,1,Food Gang,2022-04-10,,You made a really good game but i really want to add my friends and play together,Matei Bajrami,4,1.0.6,admiration,,,,
760,761,0.001409104,0.014499118,0.984091759,1,Food Gang,2022-04-10,,I also like it this game this game is also nice and the game is nice I like it this game and they all peoples like this game,Gajendra tdhd,5,,love,,,,
761,762,0.007183036,0.111996464,0.880820453,1,Food Gang,2022-04-10,,Happy,Sona Sona,5,,joy,,,,
762,763,0.001685586,0.012739192,0.985575199,1,Food Gang,2022-04-09,,nori is my favorite i called him bigisdickus from mighty python i forgot name but it in Rome times an It's a funny classic comedy an an name after a high ranking lol it funny but game is fun keep it up thanks for letting me use my name,Raistlin Wood,5,1.0.6,amusement,,,,
763,764,0.892644525,0.086571507,0.020783944,0,Food Gang,2022-04-09,,Too much ads... First fun but then the ads makes its annoying... Fool game,العوام حسن,1,,annoyance,,,,
764,765,0.965271294,0.031432245,0.003296504,0,Food Gang,2022-04-09,,It is so hard & not fair 1 vs 3 is so hard i cried.this is stupid i hate this.O yea i rate this one fugeing star😡😠😡😠😡😵😵😡😡😡😠😡😠😠😡😠😡😠😡😡😠😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😠😠😠😠😠😠😠😠😠😠😡😠😡😠😡😠😡😠😡😠😡😠😡😡😠😠😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡😡😡😡😠😡😠😡😠😡😠😡😠😡😠😡😠😡,Kerlene Moreno,1,1.0.6,anger,,,,
765,766,0.41558978,0.523703992,0.060706213,0,Food Gang,2022-04-09,,Nerf TOM.,David Bobeica,5,,neutral,,,,
766,767,0.001801752,0.008977326,0.989220917,1,Food Gang,2022-04-09,,This is One of the Best Games EVER!,Ivan Roussialian,5,1.0.6,joy,,,,
767,768,0.903995574,0.08708518,0.008919236,0,Food Gang,2022-04-09,,I live it but im online and says connection Lost in every game. Why does it suppose to be online😭😭😭😭😭😭😭😭😭,Joseff Filipp Karl Salting,1,1.0.6,curiosity,,,,
768,769,0.087224707,0.547274709,0.365500629,1,Food Gang,2022-04-09,,wow,UDAY GURUNG,5,,surprise,,,,
769,770,0.00385821,0.007918605,0.988223255,1,Food Gang,2022-04-09,,I love this game,Susan Alexander,5,,love,,,,
770,771,0.01470139,0.077159174,0.908139467,1,Food Gang,2022-04-09,,"It's Great!, It is like Brawl Stars but food!, but the reason why I give this a 4 stars rating is because it is like brawl stars and brawl stars already has too many rip offs....",IVAN BILLOTA,4,1.0.6,admiration,,,,
771,772,0.519785225,0.434128135,0.04608668,0,Food Gang,2022-04-09,,More ads in this game,Aarthik Sivakumar,1,,neutral,,,,
772,773,0.011045273,0.125521109,0.863433599,1,Food Gang,2022-04-08,,Best food game,Shagufta Waris,5,,admiration,,,,
773,774,0.01023086,0.071281977,0.918487132,1,Food Gang,2022-04-08,,Love game,Daisy Batara,5,1.0.6,love,,,,
774,775,0.331866115,0.39971891,0.268414885,0,Food Gang,2022-04-08,,"not bad. but not good. boring and too much adds. also this is not multiplayer game. this is ai. single player. thx. (2 is too much, but the grapich and gameplay is okay for a while)",Aku Siapa,2,1.0.6,gratitude,,,,
775,776,0.348951459,0.409324437,0.241724029,0,Food Gang,2022-04-08,,This is a good game but it lags sometimes,Celse Miller,5,1.0.6,admiration,,,,
776,777,0.00565394,0.031365123,0.962980986,1,Food Gang,2022-04-08,,so good,Lizbeth Harding,5,1.0.6,admiration,,,,
777,778,0.944069922,0.051582403,0.004347588,0,Food Gang,2022-04-07,,"Fake multiplayer, horrible balance issues.",No Thanks,1,,fear,,,,
778,779,0.257446408,0.532479107,0.210074499,0,Food Gang,2022-04-07,,Zooda,Yasaman Rabie,5,1.0.6,neutral,,,,
779,780,0.10892839,0.761616647,0.129455,1,Food Gang,2022-04-07,,The is very يع,Noureeh Elsayed,5,,neutral,,,,
780,781,0.105412185,0.360786915,0.53380096,1,Food Gang,2022-04-07,,It's fun so I could 't get all the skins,Milan Herrera,5,1.0.6,joy,,,,
781,782,0.001521425,0.009400623,0.989077985,1,Food Gang,2022-04-07,,"It's a fun game, the gameplay is good, the art is good, the music is good.",Jackie Le,5,1.0.6,joy,,,,
782,783,0.019052437,0.099486955,0.881460667,1,Food Gang,2022-04-07,,Not much to play but pretty decent game.,Ansh Singh Salaria,4,,admiration,,,,
783,784,0.212482437,0.543494642,0.244022921,1,Food Gang,2022-04-07,,Cv,Zaka Ria,4,1.0.6,neutral,,,,
784,785,0.03810494,0.715312064,0.24658303,1,Food Gang,2022-04-07,,Why online make an offline mode so everyone can play.,marcelou acedera,3,1.0.6,curiosity,,,,
785,786,0.109257102,0.589140236,0.301602691,1,Food Gang,2022-04-07,,Hohoho,Margie Montemor,5,,neutral,,,,
786,787,0.033578493,0.423876703,0.542544782,1,Food Gang,2022-04-06,,👌,Pagare Pagare,5,,neutral,,,,
787,788,0.001460013,0.007948164,0.990591824,1,Food Gang,2022-04-06,,Gfytysgx gcyeyy gfytysgx the hrtyuy is the best thing to ever do,Mary Watson,5,,approval,,,,
788,789,0.020556016,0.734369338,0.24507457,1,Food Gang,2022-04-06,,Hello bloop could u please add ad friends,Vashti Sofia,5,1.0.6,neutral,,,,
789,790,0.177294642,0.526487529,0.296217859,1,Food Gang,2022-04-05,,Ok,ANNA PANOYRGIA,4,1.0.3,approval,,,,
790,791,0.16567345,0.796132922,0.038193662,0,Food Gang,2022-04-05,,بازی خوبیه اما محل برای جنگ کم داره و یه مشکل دیگه ای که داره اینه که بازی های مختلفی تو این بازی نیست و فقط تو ماموریت هابازی های مختلفی داره,Hessam Afshar,4,1.0.6,neutral,,,,
791,792,0.302763373,0.530425012,0.16681166,0,Food Gang,2022-04-05,,Ouh,Saddbin Ove,5,1.0.6,neutral,,,,
792,793,0.950879335,0.04537598,0.003744605,0,Food Gang,2022-04-05,,I can't battle >:(,SETH JERIEL,1,1.0.6,sadness,,,,
793,794,0.944693387,0.049768895,0.005537689,0,Food Gang,2022-04-04,,Can you fix this game I wish I give 0 stars,Zubair Adel,1,,desire,,,,
794,795,0.238553241,0.597397566,0.164049193,0,Food Gang,2022-04-04,,10 U,Aaban Alam,5,1.0.6,neutral,,,,
795,796,0.979213893,0.018504679,0.002281438,0,Food Gang,2022-04-04,,this game is very bad because the game out,Hanan Hms,1,,disappointment,,,,
796,797,0.216893375,0.682225108,0.100881517,0,Food Gang,2022-04-03,,gem nya bagus 🖒🖒🖒🖒🖒🖒🖒🖒🖒🖒,Soleh Soleh,4,1.0.6,neutral,,,,
797,798,0.00455753,0.010673113,0.984769344,1,Food Gang,2022-04-03,,this game is verry fun i love doing the weekly missions but i finish them so quickly that i have pretty much nothing left to do so i would reccomend adding daily missions,Aiden Miller,4,1.0.6,love,,,,
798,799,0.056507543,0.42645967,0.517032802,1,Food Gang,2022-04-03,,Nice but need more modes,shyam limbu,3,,approval,,,,
799,800,0.148613691,0.791540205,0.059846167,0,Food Gang,2022-04-03,,Игра очень крута,It Regards,5,,neutral,,,,
800,801,0.098713137,0.718019545,0.183267236,1,Food Gang,2022-04-03,,the Bessst game,sajeda khamisa,5,,neutral,,,,
801,802,0.688970208,0.294130772,0.016898986,0,Food Gang,2022-04-03,,Why ai so shrit,Samsung tab,4,,neutral,,,,
802,803,0.384142369,0.222789004,0.393068612,1,Food Gang,2022-04-03,,This game is so good and so addictive the only thing is that the ads and glitchs are so annoying every fight there has to be an ad please fix it but everything else is good,joanne kagendo,4,1.0.6,admiration,,,,
803,804,0.066038191,0.354452819,0.57950896,1,Food Gang,2022-04-02,,Nice,Akhee Jamal,5,,admiration,,,,
804,805,0.666212916,0.264111906,0.069675229,0,Food Gang,2022-04-02,,I really liked it but it keeps saying connection error every time i battle,mikey,4,1.0.6,love,,,,
805,806,0.038492389,0.135562927,0.825944662,1,Food Gang,2022-04-02,,Yeah ill give this this game a 3 is that sometimes when you finish like your first game sometimes that my internet is slow and when i pressed battle the game like dose not even work but for the sake of my lonlyness this game is still very good,jesulito mahinay,3,1.0.6,admiration,,,,
806,807,0.001967954,0.00566462,0.992367446,1,Food Gang,2022-04-02,,the game is 👍👍👍💖👍😊 and i love game,Nona I,5,,love,,,,
807,808,0.008846232,0.075487569,0.915666223,1,Food Gang,2022-04-02,,Good game,Okoro Pearl,5,1.0.6,gratitude,,,,
808,809,0.015578673,0.305543154,0.678878129,1,Food Gang,2022-04-02,,Nice Brawl Stars rip-off.,David Alex,5,,admiration,,,,
809,810,0.982506812,0.013889778,0.003603458,0,Food Gang,2022-04-02,,WORST GAME EVER WHY CAN'T I JUST HAVE A GOOD BOT I CAN'T COMPLETE MY TOM QUESTS!!!!! STUPID DUCKING GAME DELETE IT!!!!!!!🖕😡🤬🤬🤬🤬,Brenda Rivera,1,1.0.6,anger,,,,
810,811,0.84627229,0.131463721,0.022263976,0,Food Gang,2022-04-02,,"This game has fake multiplayer. Really, it has fake multiplayer. See how the &quot;players&quot; walk? It's kinda weird don't you think? Well, let me tell you. THOSE ARE BOTS. THEY REALLY ARE BOTS.",Varzaru Paul,1,1.0.6,disapproval,,,,
811,812,0.842546761,0.152013406,0.005439763,0,Food Gang,2022-04-02,,Plays game 3 second e seconds later connection lost another connection lost later,Ariel Salvador,1,,disappointment,,,,
812,813,0.001918962,0.009423273,0.988657773,1,Food Gang,2022-04-01,,5 stars this game is amazingly fun and can entertain you for hours,Cooper,5,1.0.6,joy,,,,
813,814,0.294316441,0.655821323,0.04986228,0,Food Gang,2022-04-01,,Forced ads 👎,Caleb Richardson,1,,neutral,,,,
814,815,0.659902215,0.251392096,0.088705689,0,Food Gang,2022-04-01,,Really good game but the only problem is I wish there was treasure in the game that would spawn random in the game because my partner was like bad at the game and if there was Treasure who would probably open it and get a good gun that could Wipe Out the red team he really sucks so I didn't really like him so basically if you can update the game with treasures that would be nice,Michael Hovanec,4,1.0.6,desire,,,,
815,816,0.967939615,0.029360691,0.002699749,0,Food Gang,2022-04-01,,I keep getting the cpu that don't even help>:(,BossyPlayz _,1,1.0.6,disappointment,,,,
816,817,0.109694347,0.823151529,0.067154132,0,Food Gang,2022-04-01,,How ist ein Unternehmen der Marke und ist ein sehr großer Vorteil von für den Preis 3 2 für,Abd Alqader,3,1.0.6,neutral,,,,
817,818,0.819885194,0.167087972,0.013026818,0,Food Gang,2022-04-01,,Too many ads,Pratik,1,1.0.6,neutral,,,,
818,819,0.982343018,0.014584357,0.003072755,0,Food Gang,2022-03-31,,Why on earth is game ugly trash like why?,Operators NYT,1,,disgust,,,,
819,820,0.151539743,0.780361831,0.068098389,0,Food Gang,2022-03-31,,NOOM noR $0,Ivan Leva,1,,disapproval,,,,
820,821,0.003088454,0.015266091,0.981645465,1,Food Gang,2022-03-31,,Its a very good game for mobile users and it dosent have many ads and it dosent tske space to and its fun to unlock every single food in rhis game,Amir Murad,5,1.0.6,admiration,,,,
821,822,0.087224707,0.547274709,0.365500629,1,Food Gang,2022-03-30,,wow,Nasrin Nasrad,5,,surprise,,,,
822,823,0.002307027,0.090234943,0.907458007,1,Food Gang,2022-03-30,,Ok game but it would cooler if I could play offline and with friends I'll give you the five stars if you at least add that💜,Dat Port,3,1.0.6,approval,,,,
823,824,0.674607754,0.242454097,0.082938179,0,Food Gang,2022-03-30,,"This maybe a good game, why ain't it 5 stars? CUZ THE ENEMIES IS TOO SMART, I tried to shoot an enemy, BUT THEY DODGED IT EASILY and I can't even Dodge easily, why does this need wifi when they are bots?????????, and theres too many ads,why are there many ads? Whenever you win YOU GET AN AD, can you just like actually make it multiplayer please.",Amir William Tenorio,4,1.0.6,curiosity,,,,
824,825,0.010233178,0.125673488,0.864093363,1,Food Gang,2022-03-29,,Its very goooòoòooòoòooooòoooòooooooòoooooooooooooooooood,Priti,5,,disgust,,,,
825,826,0.008539277,0.111188918,0.880271792,1,Food Gang,2022-03-28,,AMAZING just will you please make it easier to unlock nori and jack?,Brooke Carpenter,5,1.0.6,admiration,,,,
826,827,0.011903863,0.291760832,0.696335316,1,Food Gang,2022-03-28,,It 👍,Oneil Hursefield,5,1.0.6,curiosity,,,,
827,828,0.00425458,0.021815905,0.973929524,1,Food Gang,2022-03-28,,I like it fruits and I like I need this game this is very fun game and difficult game I am give 5 star,Amiya Choudhury,5,1.0.6,excitement,,,,
828,829,0.001821805,0.011101048,0.987077117,1,Food Gang,2022-03-27,,This is a fun game the characters and design are good some things remind me of brawl stars tho,Kane Alvarado,5,1.0.6,joy,,,,
