,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,
163,164,0.004361586,0.022577558,0.973060906,1,Fast Food Rampage,2018-07-02,,Best game ever,A Google user,5,1.0.8,admiration,,,
164,165,0.003917479,0.01190053,0.984181941,1,Fast Food Rampage,2018-07-02,,I love Burgers,A Google user,5,1.0.8,love,,,
165,166,0.003500802,0.017965263,0.978533864,1,Fast Food Rampage,2018-07-01,,It is really fun and attickdid,A Google user,5,1.0.8,amusement,,,
166,167,0.002376417,0.007941105,0.989682496,1,Fast Food Rampage,2018-07-01,,Super funny and enjoyable. No ingame purchases seem necessary so far. Awesome game. YouTube trailer is amazing,A Google user,5,1.0.8,admiration,,,
167,168,0.90895015,0.080889791,0.010160011,0,Fast Food Rampage,2018-07-01,,"I only silenced 8 vegans in hardcore giving me 1,000 BUT KILLING 48 ONLY GAVE ME 20 I'M SO MAD THE ADS DON'T GIVE WHAT THEY PROMISE!",A Google user,3,1.0.8,anger,,,
168,169,0.002341223,0.04426327,0.953395545,1,Fast Food Rampage,2018-06-30,,So epic!😃,A Google user,5,1.0.8,admiration,,,
169,170,0.213039115,0.443592995,0.343367964,1,Fast Food Rampage,2018-06-30,,"its great, but the controls are difficult at first",A Google user,4,1.0.8,admiration,,,
170,171,0.003975485,0.06965182,0.926372707,1,Fast Food Rampage,2018-06-30,,Cool😎😎😎😎😎😎😎,A Google user,5,1.0.8,approval,,,
171,172,0.773406625,0.192161217,0.034432206,0,Fast Food Rampage,2018-06-30,,"Thanks to mashed, now I'm very hungry to kill vegans!",A Google user,5,,gratitude,,,
172,173,0.008218836,0.725143135,0.26663807,1,Fast Food Rampage,2018-06-30,,Mashed the youtuber did a music video on this so I decided to play it,A Google user,5,,amusement,,,
173,174,0.002772405,0.009562481,0.987665117,1,Fast Food Rampage,2018-06-29,,This game is so fun,A Google user,5,1.0.8,joy,,,
174,175,0.227748856,0.607937932,0.164313167,0,Fast Food Rampage,2018-06-29,,AalOL I L9VE H9W THE6 EXPL9DE WHEN THEY ARE FAT,A Google user,5,1.0.8,amusement,,,
175,176,0.080895245,0.414336145,0.50476861,1,Fast Food Rampage,2018-06-29,,Is good but has janky controls,A Google user,4,1.0.8,admiration,,,
176,177,0.01612909,0.068998814,0.91487211,1,Fast Food Rampage,2018-06-29,,Its an amazing game but could you add more levels and weapons,A Google user,5,1.0.8,excitement,,,
177,178,0.230757296,0.52095741,0.248285279,1,Fast Food Rampage,2018-06-28,,"Perfect, needs better controls, but just nitpicking",A Google user,5,1.0.8,approval,,,
178,179,0.594454825,0.310759634,0.094785489,0,Fast Food Rampage,2018-06-23,,Funny to see people explode b/c of burgers. Easy to play,A Google user,5,1.0.8,amusement,,,
179,180,0.003055106,0.024082286,0.972862601,1,Fast Food Rampage,2018-06-11,,"I haven't play before.Bit seeing my brother playing,it feels like the best game I've ever seen someone play before...",A Google user,4,,admiration,,,
180,181,0.007485463,0.09907487,0.89343971,1,Fast Food Rampage,2018-06-05,,I love is a allll,A Google user,5,1.0.8,love,,,
181,182,0.001456226,0.009331641,0.989212155,1,Fast Food Rampage,2018-05-25,,"The gameplay was good and the controls were good too, I also loved the 8bit graphics.",A Google user,5,1.0.8,admiration,,,
182,183,0.002034024,0.014889587,0.983076453,1,Fast Food Rampage,2018-05-25,,Its a really great retro arcade shooter great work👍,A Google user,4,1.0.8,admiration,,,
183,184,0.004174963,0.035412874,0.960412204,1,Fast Food Rampage,2018-05-16,,Its the best the creater is really gooood he should get - 100000000000000000000000000000000000000000000000000 dollers,A Google user,5,1.0.8,admiration,,,
184,185,0.259182572,0.358478159,0.382339239,1,Fast Food Rampage,2018-05-12,,This game is awesoalthough the joystick to attack idea stinks can u plz replace it with a button Thanks,A Google user,5,1.0.8,gratitude,,,
185,186,0.006917893,0.056957319,0.936124802,1,Fast Food Rampage,2018-05-12,,Great game,A Google user,5,1.0.8,admiration,,,
186,187,0.002958422,0.026054259,0.97098732,1,Fast Food Rampage,2018-05-06,,Very fun and addicting,A Google user,5,1.0.8,amusement,,,
187,188,0.017643983,0.341274649,0.641081393,1,Fast Food Rampage,2018-05-04,,The best shooter in my opinion,A Google user,5,1.0.8,admiration,,,
188,189,0.924662948,0.070585951,0.004751108,0,Fast Food Rampage,2018-05-01,,This game is the reason I'm not vegan,A Google user,5,1.0.8,neutral,,,
189,190,0.002211758,0.008511511,0.989276767,1,Fast Food Rampage,2018-04-17,,great game great concept and fun good job guys keet it up,A Google user,5,1.0.8,admiration,,,
190,191,0.003839329,0.046715725,0.94944495,1,Fast Food Rampage,2018-04-15,,Keep up the great work,A Google user,5,1.0.8,admiration,,,
191,192,0.005681534,0.030850522,0.963467956,1,Fast Food Rampage,2018-04-11,,LOVE IT,A Google user,5,,love,,,
192,193,0.004416851,0.015233878,0.980349302,1,Fast Food Rampage,2018-04-10,,I'm loving it,A Google user,5,1.0.8,love,,,
193,194,0.780040205,0.198117137,0.02184261,0,Fast Food Rampage,2018-04-09,,Awsome dude,A Google user,5,1.0.8,surprise,,,
194,195,0.001670787,0.032345247,0.965983987,1,Fast Food Rampage,2018-04-08,,Its a cool retro style game,A Google user,5,1.0.8,admiration,,,
195,196,0.025614442,0.108431377,0.865954161,1,Fast Food Rampage,2018-04-08,,this game is very good but need some improvements.,A Google user,4,,admiration,,,
196,197,0.001985982,0.00739465,0.990619302,1,Fast Food Rampage,2018-04-07,,Fun to play😃 I love playing this and one of my favorite weapons in the game is the fry gun.,A Google user,4,1.0.8,joy,,,
197,198,0.929720938,0.061485283,0.008793795,0,Fast Food Rampage,2018-04-07,,This game is awsome but the controls are not good but the game is still awsome. You people ho are reading this should get of and play it.,A Google user,5,,disapproval,,,
198,199,0.149759471,0.748582363,0.101658158,0,Fast Food Rampage,2018-04-02,,The gadgets and the,A Google user,5,1.0.8,neutral,,,
199,200,0.139800534,0.81044358,0.049755864,0,Fast Food Rampage,2018-04-01,,Нормально но немножко не дороботоно,A Google user,5,1.0.8,neutral,,,
200,201,0.097814418,0.840217233,0.061968341,0,Fast Food Rampage,2018-03-30,,Is it hapy meals,A Google user,5,1.0.8,neutral,,,
201,202,0.049449418,0.445985496,0.50456506,1,Fast Food Rampage,2018-03-30,,it alright,A Google user,5,1.0.8,caring,,,
202,203,0.005164042,0.095708102,0.899127901,1,Fast Food Rampage,2018-03-30,,It fills your eyes with food-ish glory,A Google user,5,1.0.8,neutral,,,
203,204,0.001949807,0.009063597,0.988986611,1,Fast Food Rampage,2018-03-30,,FINALLY!! WE HAVE THE BEST GAME EVER !,A Google user,5,1.0.8,excitement,,,
204,205,0.002022269,0.009581883,0.98839581,1,Fast Food Rampage,2018-03-26,,It's the best game I ever played,A Google user,5,1.0.8,joy,,,
205,206,0.235521987,0.292524725,0.471953213,1,Fast Food Rampage,2018-03-26,,It's a world with McDonald's lost the food Wars and the and the one on the Rampage and kill everyone I love this game,A Google user,3,,love,,,
206,207,0.00427527,0.014922236,0.980802536,1,Fast Food Rampage,2018-03-25,,It's great! I wonder why it's teen?there's no gore or blood it's just very fun,A Google user,5,1.0.8,admiration,,,
207,208,0.002387807,0.056878116,0.940734148,1,Fast Food Rampage,2018-03-25,,🤗🤗😇😇😇😇😍,A Google user,5,1.0.8,annoyance,,,
208,209,0.058330573,0.126123935,0.815545499,1,Fast Food Rampage,2018-03-25,,"Ridiculous, addictive, and just plain fun. This is one of those games where you start playing it thinking &quot;well this looks dumb but whatever&quot; then an hour later you need to tell yourself to take a break because you're sucked into it. It's a hilarious, morbid, comedy arcade shooter that's totally worth playing.",A Google user,5,1.0.8,amusement,,,
209,210,0.02247447,0.120284714,0.857240796,1,Fast Food Rampage,2018-03-25,,"I honestly have to say that this is a fairly fun twin stick shooter. The ads can be a bit intrusive, as well as the constant &quot;link your Google+ account!&quot; Thing.  I don't know if this game is available elsewhere to buy, but if this was on Steam or something, I would gladly pay money for this since being on a computer alone would fix the control issue. That, and adding some form of controller peripheral support where it can see, and let you map joystick addons plugged into it The Moto Z2 Play gamepad in my case). More detailed sprites would be nice, too, but overall this is a fun game.",A Google user,4,1.0.8,joy,,,
210,211,0.006917893,0.056957319,0.936124802,1,Fast Food Rampage,2018-03-24,,Great game,A Google user,5,1.0.8,admiration,,,
211,212,0.002520427,0.017107846,0.980371773,1,Fast Food Rampage,2018-03-24,,Best game ever recommend strongly,A Google user,5,,admiration,,,
212,213,0.03952739,0.396004081,0.564468503,1,Fast Food Rampage,2018-03-24,,boom baby,A Google user,5,1.0.8,neutral,,,
213,214,0.00380826,0.065076008,0.931115746,1,Fast Food Rampage,2018-03-22,,Its cool,A Google user,5,,joy,,,
214,215,0.622249603,0.330989987,0.04676044,0,Fast Food Rampage,2018-03-19,,It's impossible on the 1st level,A Google user,1,1.0.8,disapproval,,,
215,216,0.013978147,0.202664346,0.783357501,1,Fast Food Rampage,2018-03-18,,Fun yet I think if you could change the Retro style control it would be more appealing. Still rating 5 stars tho.,A Google user,5,,amusement,,,
216,217,0.003773532,0.014203257,0.98202318,1,Fast Food Rampage,2018-03-15,,I love the game play,A Google user,5,1.0.8,love,,,
217,218,0.008846232,0.075487569,0.915666223,1,Fast Food Rampage,2018-03-15,,Good game,A Google user,5,1.0.8,gratitude,,,
218,219,0.365236998,0.391799837,0.242963105,0,Fast Food Rampage,2018-03-15,,Hilarious,A Google user,5,1.0.8,amusement,,,
219,220,0.653339267,0.334600806,0.012059961,0,Fast Food Rampage,2018-03-15,,When I was shooting foods when first time the tutorial why can't I go to the arrow of pointing there's like a box that I can't go there,A Google user,1,1.0.8,neutral,,,
220,221,0.081663311,0.625736833,0.292599857,1,Fast Food Rampage,2018-03-13,,Good but improve controls and add more weapons and add a way to see how many bombs you have left,A Google user,4,1.0.8,approval,,,
221,222,0.001929465,0.008450989,0.989619553,1,Fast Food Rampage,2018-03-13,,This is a really great game,A Google user,5,1.0.8,admiration,,,
222,223,0.023672359,0.17439577,0.801931858,1,Fast Food Rampage,2018-03-12,,Amazing.,A Google user,5,,admiration,,,
223,224,0.749190986,0.224876732,0.025932273,0,Fast Food Rampage,2018-03-11,,Is game is aosome,A Google user,5,1.0.8,neutral,,,
224,225,0.614044249,0.344766468,0.041189276,0,Fast Food Rampage,2018-03-11,,Addictive,A Google user,5,,neutral,,,
225,226,0.76226896,0.181110784,0.05662027,0,Fast Food Rampage,2018-03-11,,"The game is awsome but once you unlock every item in the game, it gets boring please add more updates or atleast characters... please!",A Google user,5,1.0.8,disappointment,,,
226,227,0.23820354,0.269688219,0.492108196,1,Fast Food Rampage,2018-03-11,,I love the ridiculousness of this game 😂....But the controls are a horror and the mime burger pioneer only shoots diagonally making it difficult to hit enemies.,A Google user,4,1.0.8,love,,,
227,228,0.943073034,0.053151507,0.00377554,0,Fast Food Rampage,2018-03-10,,It won't let me play it keeps crashing,A Google user,1,,disapproval,,,
228,229,0.001621931,0.049596842,0.948781192,1,Fast Food Rampage,2018-03-10,,Boom thumbs up for me 👍,A Google user,5,1.0.8,approval,,,
229,230,0.003623395,0.033296674,0.963079929,1,Fast Food Rampage,2018-03-09,,Thecgame was rally fun,A Google user,5,1.0.8,joy,,,
230,231,0.007092393,0.023178861,0.969728708,1,Fast Food Rampage,2018-03-09,,I love this game is very addictive but you have to improve controls,A Google user,5,1.0.8,approval,,,
231,232,0.852479041,0.138085082,0.009435804,0,Fast Food Rampage,2018-03-09,,"Controls aren't that great, I also made a few purchases and was never actually given the coins",A Google user,2,1.0.8,disapproval,,,
232,233,0.008309239,0.040268857,0.951421916,1,Fast Food Rampage,2018-03-09,,so GOOD,A Google user,5,,admiration,,,
233,234,0.028779071,0.054020107,0.917200863,1,Fast Food Rampage,2018-03-09,,I will be honest didnt look good the screen shots but when I tried it out I loved it this game is awesome all I ask is add multiplayer,A Google user,5,1.0.8,love,,,
234,235,0.003653563,0.014104413,0.982241988,1,Fast Food Rampage,2018-03-08,,This game is  just great,A Google user,5,1.0.8,admiration,,,
235,236,0.236390769,0.323835224,0.439774007,1,Fast Food Rampage,2018-03-07,,"I want to love this game so much but I can't solely because of the controls. The joystick for movement keeps stopping my movement as soon as it goes anywhere near the center. I really wish you would let us customize the position, the size, and the type of controls. That would make this my go-to arcade shooter on Android.",A Google user,3,1.0.8,desire,,,
236,237,0.001401391,0.006423554,0.992175043,1,Fast Food Rampage,2018-03-07,,This game is perfectly awesome! Toony-arcade graphics and innovative gameplay are waiting to be revealed in this app.!,A Google user,5,1.0.8,admiration,,,
237,238,0.287422061,0.606871903,0.105706066,0,Fast Food Rampage,2018-03-05,,It halrious,A Google user,5,1.0.8,disgust,,,
238,239,0.001583562,0.015010819,0.98340559,1,Fast Food Rampage,2018-03-05,,this is so exhilirating!,A Google user,5,1.0.8,neutral,,,
239,240,0.002322609,0.028049441,0.969627917,1,Fast Food Rampage,2018-03-04,,Really fun game with fair progression,A Google user,5,1.0.8,joy,,,
240,241,0.002429968,0.009020604,0.988549411,1,Fast Food Rampage,2018-03-04,,I lovvvve dis game so much and i especilyy liked it when I saw what the animation the gamfe was based off of,A Google user,5,1.0.8,love,,,
241,242,0.051422607,0.152545363,0.796032071,1,Fast Food Rampage,2018-03-04,,"Old-school arcade about shooting people till they explode using various types of fast-food, feels just like good ol' McDonald. Great time killer with tons of fun. With a few more fix on control and the game is a perfect 10.",A Google user,5,1.0.8,admiration,,,
242,243,0.083710037,0.778783917,0.137506053,1,Fast Food Rampage,2018-03-04,,The  milkshake,A Google user,5,1.0.8,joy,,,
243,244,0.572768986,0.383399785,0.043831225,0,Fast Food Rampage,2018-03-04,,Awsome killer clown not really killer but eater killer clown maybe thx making this game,A Google user,5,1.0.8,confusion,,,
244,245,0.004973503,0.008302748,0.986723721,1,Fast Food Rampage,2018-03-03,,I LOVE IT THE BACK STORY THE PROBLEMS THE RIP OF MACDOLANDS I LOVE IT!!!!,A Google user,5,1.0.8,love,,,
245,246,0.014267664,0.114763126,0.870969176,1,Fast Food Rampage,2018-03-03,,Silly and amazing,A Google user,3,1.0.8,admiration,,,
246,247,0.542501986,0.273705333,0.183792681,0,Fast Food Rampage,2018-03-02,,"Fun little game, however two issues hold it back. The shooting control is awful, it's so clunky and finicky I ended up doing way better by just moving into line of sight to shoot enemies whenever I could, and not using the aim stick whatsoever. Second issue is hit detection, it's not awesome. Even shooting fat balloon enemies can be tedious and unpredictable.. Any plans to adjust either or both of these? Love the big maps and field of view, and I'd like to keep playing, but not if it's more frustrating than it is fun..",A Google user,2,1.0.8,disapproval,,,
247,248,0.948534012,0.045931663,0.005534322,0,Fast Food Rampage,2018-03-02,,This game is asome,A Google user,5,,neutral,,,
248,249,0.012660543,0.159069315,0.828270137,1,Fast Food Rampage,2018-03-02,,"Good work, can be improve though.",A Google user,4,1.0.8,gratitude,,,
249,250,0.012937514,0.334693581,0.652368903,1,Fast Food Rampage,2018-03-02,,EPIC 😎,A Google user,5,1.0.8,fear,,,
250,251,0.002597942,0.050099324,0.947302699,1,Fast Food Rampage,2018-03-01,,If this game have multiplayer that will veru fun,A Google user,4,,joy,,,
251,252,0.016018592,0.488952696,0.495028704,1,Fast Food Rampage,2018-03-01,,Would have given 5* if there was gamepad/keyboard support!,A Google user,3,1.0.8,neutral,,,
252,253,0.076869339,0.135119975,0.788010657,1,Fast Food Rampage,2018-03-01,,"It's. Great game, really love it, but I hate the controls the need a lot of improvement. Thw itself it's the best of the best",A Google user,5,1.0.8,admiration,,,
253,254,0.006421306,0.059158463,0.934420228,1,Fast Food Rampage,2018-03-01,,It's a very addictive game to play,A Google user,5,1.0.8,approval,,,
254,255,0.001790233,0.006019416,0.992190301,1,Fast Food Rampage,2018-03-01,,It's a very fun and addicting game I love the upgrades and power ups you can get and the graphics are very nice,A Google user,5,1.0.8,love,,,
255,256,0.018080283,0.030137666,0.951782048,1,Fast Food Rampage,2018-03-01,,AMAZING!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,A Google user,5,1.0.8,surprise,,,
256,257,0.945305526,0.04913234,0.005562114,0,Fast Food Rampage,2018-03-01,,Bloody wee clown man shovin mackie dees down evyones throats like &quot;aw right lad just gave diabetes&quot;,A Google user,2,,neutral,,,
257,258,0.893093467,0.097819112,0.009087401,0,Fast Food Rampage,2018-03-01,,I lost my son,A Google user,5,,grief,,,
258,259,0.014571379,0.064902581,0.920526028,1,Fast Food Rampage,2018-02-26,,Love it,A Google user,5,1.0.8,love,,,
259,260,0.38231045,0.591059923,0.026629662,0,Fast Food Rampage,2018-02-25,,The left joystick can get a bit stuck from time to time,A Google user,5,1.0.8,neutral,,,
260,261,0.005928697,0.074918605,0.919152617,1,Fast Food Rampage,2018-02-23,,Yummy Burger's,A Google user,5,1.0.8,neutral,,,
261,262,0.001850225,0.007716891,0.990432858,1,Fast Food Rampage,2018-02-22,,this game is so cool and fun,A Google user,5,1.0.8,joy,,,
262,263,0.135231972,0.256971389,0.607796609,1,Fast Food Rampage,2018-02-22,,Great game just fix the controls,A Google user,5,1.0.8,admiration,,,
263,264,0.005683635,0.036827702,0.957488656,1,Fast Food Rampage,2018-02-22,,Really fun but when you walk its a little slow but  good game,A Google user,5,1.0.8,joy,,,
264,265,0.008629836,0.105990767,0.885379434,1,Fast Food Rampage,2018-02-19,,Love awsome,A Google user,5,1.0.8,love,,,
265,266,0.002456187,0.005624434,0.991919398,1,Fast Food Rampage,2018-02-19,,Its so awesome in just one day i loved it already amazing,A Google user,5,1.0.8,excitement,,,
266,267,0.00309216,0.021680199,0.975227654,1,Fast Food Rampage,2018-02-17,,So fun fun fun man,A Google user,5,1.0.8,amusement,,,
267,268,0.002944485,0.014509256,0.982546329,1,Fast Food Rampage,2018-02-16,,It's freaking awesome,A Google user,5,1.0.8,admiration,,,
268,269,0.906974971,0.084774889,0.008250033,0,Fast Food Rampage,2018-02-14,,The only &quot;bad thing&quot; in this game are controls.,A Google user,5,,neutral,,,
269,270,0.00332787,0.027357232,0.969314873,1,Fast Food Rampage,2018-02-13,,I thinking is a very fun game,A Google user,5,1.0.8,joy,,,
270,271,0.011280423,0.095569491,0.893150151,1,Fast Food Rampage,2018-02-11,,Really fun old school shooter,A Google user,5,1.0.8,amusement,,,
271,272,0.019396743,0.196031258,0.784572005,1,Fast Food Rampage,2018-02-11,,It is funny,A Google user,5,1.0.8,amusement,,,
272,273,0.2446426,0.669302583,0.086054854,0,Fast Food Rampage,2018-02-11,,Like McDonald's,A Google user,5,1.0.8,neutral,,,
273,274,0.009048225,0.108381428,0.882570386,1,Fast Food Rampage,2018-02-09,,I like it when you add burgers,A Google user,5,1.0.8,love,,,
274,275,0.79917556,0.161934093,0.038890291,0,Fast Food Rampage,2018-02-09,,This game is silly  and interested,A Google user,5,1.0.8,amusement,,,
275,276,0.004522458,0.015891191,0.979586303,1,Fast Food Rampage,2018-02-09,,Loved every moment of it,A Google user,5,1.0.8,love,,,
276,277,0.013711784,0.226483241,0.759804964,1,Fast Food Rampage,2018-02-08,,Fun,A Google user,5,1.0.8,amusement,,,
277,278,0.036648367,0.38175261,0.581598997,1,Fast Food Rampage,2018-02-07,,fun,A Google user,5,,amusement,,,
278,279,0.098172486,0.31690681,0.584920645,1,Fast Food Rampage,2018-02-05,,It's a good time killer,A Google user,4,1.0.8,excitement,,,
279,280,0.572176635,0.380871475,0.04695189,0,Fast Food Rampage,2018-02-02,,Back ing me out,A Google user,4,1.0.8,neutral,,,
280,281,0.001807416,0.023506979,0.97468555,1,Fast Food Rampage,2018-02-02,,Its cool . good animation,A Google user,4,1.0.8,admiration,,,
281,282,0.407906681,0.503296912,0.088796414,0,Fast Food Rampage,2018-02-02,,I wouldn't have to give 2 stars if I don't keep crashin',A Google user,2,1.0.8,approval,,,
282,283,0.002284874,0.011709497,0.986005664,1,Fast Food Rampage,2018-01-27,,It was awesome!,A Google user,5,1.0.8,excitement,,,
283,284,0.171793804,0.210153997,0.618052244,1,Fast Food Rampage,2018-01-27,,"Honestly, I really do love this game. I just wish that the game wouldn't lag and crash as often as it does, and that the controls wouldn't stick (aka I'm stuck running and shooting in a single direction) just as often.",A Google user,3,,love,,,
284,285,0.001719806,0.007781191,0.99049896,1,Fast Food Rampage,2018-01-26,,"Really, really fun and SO funny! Game of the week IMO for sure!! 👍 Highly recommended!",A Google user,5,1.0.8,amusement,,,
285,286,0.531397521,0.380705029,0.087897472,0,Fast Food Rampage,2018-01-22,,"Hey! Anceint games, now that you made fast food rampage from the mchatred vid, could you please make Donald Trump fired up?😌😌😇😇😇😇😇",A Google user,5,1.0.8,curiosity,,,
286,287,0.002845976,0.011868898,0.985285103,1,Fast Food Rampage,2018-01-21,,I think its great maybe a little work on the controls but other than that its awesome,A Google user,5,1.0.8,admiration,,,
287,288,0.281790912,0.653215528,0.064993575,0,Fast Food Rampage,2018-01-17,,Needs less sticky controls and a grenade button.,A Google user,3,,approval,,,
288,289,0.00481932,0.038018718,0.957162023,1,Fast Food Rampage,2018-01-11,,Awesome game.,A Google user,4,1.0.8,admiration,,,
289,290,0.004074395,0.049207181,0.946718454,1,Fast Food Rampage,2018-01-08,,"Fantastic :D. but I have a suggestion, I would've loved if they added controller support for this game.",A Google user,5,1.0.8,love,,,
290,291,0.407926321,0.537328839,0.05474481,0,Fast Food Rampage,2018-01-07,,"No controller support, please add this.",A Google user,1,,approval,,,
291,292,0.00474906,0.034135986,0.961114883,1,Fast Food Rampage,2018-01-01,,Awesome game make more,A Google user,5,1.0.8,admiration,,,
292,293,0.012862495,0.07038489,0.916752577,1,Fast Food Rampage,2017-12-31,,Fun!!!!!!!!!!!!!!!!!!!!,A Google user,5,1.0.8,amusement,,,
293,294,0.003884614,0.02760547,0.968509912,1,Fast Food Rampage,2017-12-27,,Its very fun,A Google user,5,1.0.8,joy,,,
294,295,0.002655589,0.027297813,0.97004658,1,Fast Food Rampage,2017-12-23,,Great time would recommend,A Google user,5,1.0.8,gratitude,,,
295,296,0.351588786,0.601312697,0.047098562,0,Fast Food Rampage,2017-12-22,,Can you add crusty the clown skin from the simsoms,A Google user,5,1.0.8,curiosity,,,
296,297,0.003013431,0.008202081,0.988784432,1,Fast Food Rampage,2017-12-21,,Love this game!!!,A Google user,4,,love,,,
297,298,0.003346454,0.024200182,0.972453356,1,Fast Food Rampage,2017-12-12,,An over the top shooter That's surprisingly fun to play.,A Google user,4,1.0.8,amusement,,,
298,299,0.281885982,0.648711383,0.069402665,0,Fast Food Rampage,2017-12-06,,Adocting,A Google user,5,1.0.8,neutral,,,
299,300,0.004775492,0.145118102,0.850106418,1,Fast Food Rampage,2017-12-05,,Pleas add a cool update,A Google user,5,1.0.4,neutral,,,
300,301,0.002591511,0.01665804,0.980750501,1,Fast Food Rampage,2017-12-01,,Nice game like premis really good story too and characters,A Google user,5,1.0.8,admiration,,,
301,302,0.001867653,0.012350911,0.985781491,1,Fast Food Rampage,2017-11-25,,Its like a retro game it's amazing you should get it today,A Google user,5,1.0.8,excitement,,,
302,303,0.857677758,0.128096908,0.014225402,0,Fast Food Rampage,2017-11-22,,WAY too laggy.,A Google user,1,,annoyance,,,
303,304,0.023559749,0.308514804,0.667925477,1,Fast Food Rampage,2017-11-19,,It's ok,A Google user,5,1.0.8,approval,,,
304,305,0.00226441,0.025246236,0.972489417,1,Fast Food Rampage,2017-11-18,,😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😂😂😂😂😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 I loved 🍔🔫 and the 🍟🔫,A Google user,5,1.0.8,love,,,
305,306,0.027408481,0.080237247,0.89235431,1,Fast Food Rampage,2017-11-13,,Didn't work on my phone this game should be on the PC or like a full game great concept awesome arcade style shootem up had lots to offer keep up the work,A Google user,2,1.0.8,disapproval,,,
306,307,0.002677326,0.010024689,0.987298012,1,Fast Food Rampage,2017-11-12,,Its great the best gamr ive playd i like how they added things,A Google user,5,1.0.8,admiration,,,
307,308,0.141304657,0.377048224,0.481647104,1,Fast Food Rampage,2017-11-10,,If people call you fat this is a great stress reliever trust me I am not lying,A Google user,5,1.0.8,approval,,,
308,309,0.115404181,0.710394382,0.174201399,1,Fast Food Rampage,2017-11-08,,Addictive and Unique,A Google user,5,,neutral,,,
309,310,0.788873434,0.195156857,0.01596963,0,Fast Food Rampage,2017-11-01,,"Mirrors my lifestyle, 10/10 would obesify vegans again",A Google user,5,1.0.8,neutral,,,
310,311,0.004101824,0.028125031,0.967773139,1,Fast Food Rampage,2017-10-26,,It is great,A Google user,5,,admiration,,,
311,312,0.008456511,0.01936179,0.972181737,1,Fast Food Rampage,2017-10-25,,I love this game I've spent more time on this than my homework,A Google user,5,1.0.8,love,,,
312,313,0.69704628,0.218402177,0.084551655,0,Fast Food Rampage,2017-10-16,,"Great game , but controls are fail :( fix it..to much lag",A Google user,5,1.0.8,admiration,,,
313,314,0.007304666,0.085145481,0.907549918,1,Fast Food Rampage,2017-10-15,,It's fun put more boss battles,A Google user,5,1.0.8,joy,,,
314,315,0.006683194,0.043591116,0.949725688,1,Fast Food Rampage,2017-10-15,,It would be great if there was a online mode. Other then that it's a great game.,A Google user,5,1.0.8,admiration,,,
315,316,0.007595273,0.234056488,0.758348227,1,Fast Food Rampage,2017-10-14,,Cool,A Google user,5,1.0.8,admiration,,,
316,317,0.008430664,0.071882829,0.919686556,1,Fast Food Rampage,2017-10-09,,This gamee is cool but its glitchy the last time but when i downloaded it again its not glitchy anymore.This game is funny also.,A Google user,5,1.0.8,amusement,,,
317,318,0.060793415,0.329427898,0.609778702,1,Fast Food Rampage,2017-10-05,,Good,A Google user,5,1.0.8,admiration,,,
318,319,0.014273541,0.082964115,0.902762413,1,Fast Food Rampage,2017-10-03,,IS GREAT GAME,A Google user,5,1.0.8,admiration,,,
319,320,0.005237353,0.027735285,0.967027307,1,Fast Food Rampage,2017-09-20,,Funny and hilarious gameplay that i coudnt stop playing,A Google user,5,1.0.8,amusement,,,
320,321,0.221277118,0.626311839,0.152411073,0,Fast Food Rampage,2017-09-16,,Wish the controls were more responsive,A Google user,4,1.0.8,desire,,,
321,322,0.026439322,0.120443277,0.853117406,1,Fast Food Rampage,2017-09-13,,It's just fun time killer not something that you would play all the time but it's good,A Google user,3,1.0.8,amusement,,,
322,323,0.402544171,0.332428485,0.265027314,0,Fast Food Rampage,2017-09-12,,I was very diapointed I saw my friend play this game and it looked uber good but when ever I got past the tutorial it wouldnt start up its ridicoulous,A Google user,1,1.0.8,disappointment,,,
323,324,0.302505463,0.588877857,0.108616687,0,Fast Food Rampage,2017-09-11,,This is a game,A Google user,5,1.0.8,neutral,,,
324,325,0.007180936,0.054955009,0.937864065,1,Fast Food Rampage,2017-09-09,,Only suggestion controller support via Bluetooth or usb. Other than that the game is awesome.,A Google user,4,1.0.8,admiration,,,
325,326,0.006735678,0.048256978,0.945007324,1,Fast Food Rampage,2017-09-05,,This game is  fire🔥🔥,A Google user,5,1.0.8,excitement,,,
326,327,0.004174278,0.01567122,0.980154455,1,Fast Food Rampage,2017-09-01,,"Great fun! Tons of personality, fun sound effects and amusing gameplay.  Aiming is a little hard to get used to but I caught on quickly enough once I have it a chance.",A Google user,5,1.0.8,admiration,,,
