,Id,roberta_neg,roberta_neu,roberta_pos,roberta_polarity,Source,Date,Title,Content,Name,Rating,Version,emotion,,,
150,151,0.889432609,0.095021032,0.015546345,0,Breakfast Cooking - Kids Game,2020-08-19,,It's not bad but omg it's boring,Shamara Reid,2,1.1.0,disapproval,,,
151,152,0.011455197,0.237430081,0.751114726,1,Breakfast Cooking - Kids Game,2020-08-17,,Excellent😉,Rodney depaul,5,,admiration,,,
152,153,0.922797322,0.06396085,0.013241859,0,Breakfast Cooking - Kids Game,2020-08-07,,BOrING!!!! LAME!!!!!!!!!!!!!!!!!!!!!!!! 😒😾🙍🏼🙎🏼🙅🏼💁🏼👎🏻,An apology fro Snowbell for eating your fryed mice,1,,amusement,,,
153,154,0.022607805,0.230594486,0.74679774,1,Breakfast Cooking - Kids Game,2020-08-07,,Amazing,Noor Ch,1,1.0.9,admiration,,,
154,155,0.24305518,0.31656155,0.440383255,1,Breakfast Cooking - Kids Game,2020-07-27,,It is super easy play but I wish it had more recipes and I didn't give this game 5 stars because sometimes when you are trying to take an ingredient it freezes up. I like this game because it is offline but the game get super boring after playing it for a while.,Friday Nobis,3,1.0.9,love,,,
155,156,0.001954857,0.01052765,0.987517536,1,Breakfast Cooking - Kids Game,2020-07-25,,This is a good game 👍🏻😍,Swati Khade,5,1.0.9,excitement,,,
156,157,0.007012592,0.078072928,0.914914548,1,Breakfast Cooking - Kids Game,2020-07-23,,I love to cook on it,A Google user,5,1.0.9,love,,,
157,158,0.002475096,0.018571261,0.97895366,1,Breakfast Cooking - Kids Game,2020-07-23,,Nice game 😘😍,Imran Imran,5,,admiration,,,
158,159,0.004848382,0.039577249,0.955574393,1,Breakfast Cooking - Kids Game,2020-07-21,,Really good game keeps my mind off things,Nicola Cotterill,5,1.0.9,admiration,,,
159,160,0.01255466,0.106544659,0.880900621,1,Breakfast Cooking - Kids Game,2020-07-20,,Excellent game,Sinjini Saha,5,,admiration,,,
160,161,0.213910952,0.567105472,0.218983606,1,Breakfast Cooking - Kids Game,2020-07-19,,It's ok but too many adds,Mariah milan,5,1.0.9,approval,,,
161,162,0.011906676,0.108889453,0.879203856,1,Breakfast Cooking - Kids Game,2020-07-14,,Nice game,Ushasri Ushasri,4,1.0.9,admiration,,,
162,163,0.033833228,0.267107487,0.699059308,1,Breakfast Cooking - Kids Game,2020-07-04,,Great,Richard Shabana,5,1.0.9,admiration,,,
163,164,0.002450945,0.014079519,0.983469605,1,Breakfast Cooking - Kids Game,2020-07-01,,Super game I like it,Pramodha Shetty,5,1.0.9,love,,,
164,165,0.002328754,0.007274052,0.990397215,1,Breakfast Cooking - Kids Game,2020-06-28,,😍😍😍😍😍😍😊😊😊 i love it,Julianna colleen r. Garcia,5,,love,,,
165,166,0.004516175,0.009551307,0.985932529,1,Breakfast Cooking - Kids Game,2020-06-27,,I like this game so much I cannot never stop playing it,Jalani Vanhorn,1,,love,,,
166,167,0.001789234,0.015716903,0.982493818,1,Breakfast Cooking - Kids Game,2020-06-26,,"I absolutely love this app and the individuals that have created this app are so enlightened and spiritually inclined to help those who are lost but not lost on a universal journey to the truth of our Being. MAY THE MOST HIGH THE CREATOR OF ALL, BLESS THEM AND GLORY BE GIVEN TO THE ONE WHO TRULY DESERVES THE PRAISE.I LOVE YOU BROTHERS AND SISTERS OF THE MOST HIGH.",Heather Griess,5,,love,,,
167,168,0.835115135,0.153782412,0.011102358,0,Breakfast Cooking - Kids Game,2020-06-25,,Okay but too many ads,Gwyneth Dawes,3,1.0.9,approval,,,
168,169,0.058235608,0.566948831,0.374815553,1,Breakfast Cooking - Kids Game,2020-06-24,,Like it,Zainab Malik,5,1.0.9,love,,,
169,170,0.00833755,0.083822198,0.907840252,1,Breakfast Cooking - Kids Game,2020-06-24,,Awesome,Bonolo Mokgothu,5,1.0.9,admiration,,,
170,171,0.001717667,0.010867178,0.987415135,1,Breakfast Cooking - Kids Game,2020-06-22,,It was a really good game and that's why I gave it a 5,Jennifer Quinton,5,1.0.9,admiration,,,
171,172,0.001978899,0.00664975,0.991371393,1,Breakfast Cooking - Kids Game,2020-06-22,,I love the game you can cook you can prepared some goodies please make some more games with many food good job love it my sister love it too make some more please❤❤❤,Nicaren Diaz,5,1.0.9,love,,,
172,173,0.032731019,0.175458759,0.791810155,1,Breakfast Cooking - Kids Game,2020-06-21,,It really fun but you cook the same thingover and over,Lily Molel,1,1.0.9,joy,,,
173,174,0.001563937,0.005794894,0.992641151,1,Breakfast Cooking - Kids Game,2020-06-19,,Wow this game is so nice 😘😘,Arpita saxena,5,1.0.9,admiration,,,
174,175,0.002455123,0.010232226,0.987312615,1,Breakfast Cooking - Kids Game,2020-06-19,,I enjoying this beautiful game,Vennesa Addison,3,1.0.9,joy,,,
175,176,0.541459799,0.369149804,0.089390449,0,Breakfast Cooking - Kids Game,2020-06-16,,"To many commercials, but I hope my 3 year old granddaughter don't mind waiting for the commercials to Stop.",Angelina Izzard,4,1.0.7,optimism,,,
176,177,0.013136491,0.603518248,0.383345246,1,Breakfast Cooking - Kids Game,2020-06-16,,It teaches me how to prepare my breakfast,Ibrahim Muhammad,5,1.0.7,neutral,,,
177,178,0.002147069,0.008302476,0.989550412,1,Breakfast Cooking - Kids Game,2020-06-07,,This game is totally awesome,Endtime Ministries,5,1.0.7,excitement,,,
178,179,0.00188673,0.007712512,0.990400732,1,Breakfast Cooking - Kids Game,2020-06-04,,This game is so cute and fun,Nelly Shivnauth,5,1.0.7,joy,,,
179,180,0.090784065,0.407487124,0.501728773,1,Breakfast Cooking - Kids Game,2020-06-02,,Lame not it is cool.,David glen lee Hall,5,,neutral,,,
180,181,0.001936201,0.004968703,0.9930951,1,Breakfast Cooking - Kids Game,2020-05-31,,I love this game I love all the junior game's studio they are the best games in the world ❤️💙😍,Michael Martinez,5,1.0.7,joy,,,
181,182,0.004911545,0.018148098,0.976940393,1,Breakfast Cooking - Kids Game,2020-05-30,,I luv dis game,Faustina Achempong,5,,love,,,
182,183,0.00385821,0.007918605,0.988223255,1,Breakfast Cooking - Kids Game,2020-05-30,,I love this game,Nabil Lukaya,5,1.0.7,love,,,
183,184,0.117469467,0.725115359,0.157415107,1,Breakfast Cooking - Kids Game,2020-05-26,,Need more level,Viji Prasanna,3,,desire,,,
184,185,0.443469137,0.35642454,0.200106338,0,Breakfast Cooking - Kids Game,2020-05-23,,"Ok, it is fun, but you get bored after 10 mins of playing, i am about to delete it and to many adds!!",Sinead Butler,4,1.0.5,amusement,,,
185,186,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2020-05-22,,Good,Manisha Rawat,5,1.0.7,admiration,,,
186,187,0.004407061,0.05163129,0.94396168,1,Breakfast Cooking - Kids Game,2020-05-19,,I like your game,oiliva ghana,5,1.0.7,love,,,
187,188,0.050684761,0.683597088,0.265718132,1,Breakfast Cooking - Kids Game,2020-05-19,,👎👎👎👎👎👎👎,Muhammadsodiq Sotvoldiyev,3,,amusement,,,
188,189,0.002401844,0.008785153,0.988812983,1,Breakfast Cooking - Kids Game,2020-05-13,,This game is the best,GERTRUDE MZIZI,5,1.0.7,admiration,,,
189,190,0.002419263,0.006929893,0.990650773,1,Breakfast Cooking - Kids Game,2020-05-13,,I love this game but it has a lot of adds But i still love the game thank you. 💟💟💟 and 😘😘😘.love and kisses bye,RUON,5,,admiration,,,
190,191,0.008940871,0.081662737,0.90939641,1,Breakfast Cooking - Kids Game,2020-05-11,,It us a nice game,Daniella Ocansey,1,1.0.7,joy,,,
191,192,0.009200296,0.24320741,0.74759227,1,Breakfast Cooking - Kids Game,2020-05-09,,حلوه جداا ❤❤❤❤,Mohhamed Ahmed,5,1.0.7,neutral,,,
192,193,0.00369422,0.010983817,0.985321879,1,Breakfast Cooking - Kids Game,2020-05-02,,OMG this game is so fund if your body is so tied and you don't fell like cooking play this is has eggs bacon pancakes milk juice cereal and that is alll I love this game I think you will love it to 💕💕💕💕💕💕💕💕,Ashley Tucker,5,1.0.7,love,,,
193,194,0.011035094,0.093988508,0.894976377,1,Breakfast Cooking - Kids Game,2020-04-29,,nice game,Siphelelo Shongwe,4,1.0.7,admiration,,,
194,195,0.003216361,0.031402562,0.965381026,1,Breakfast Cooking - Kids Game,2020-04-26,,Woo! Fantastic,A Google user,5,,admiration,,,
195,196,0.023672359,0.17439577,0.801931858,1,Breakfast Cooking - Kids Game,2020-04-24,,Amazing.,A Google user,5,1.0.7,admiration,,,
196,197,0.035864919,0.648532748,0.315602362,1,Breakfast Cooking - Kids Game,2020-04-23,,Mom is going to the librarian. Diana Ross. Diana Ross. Diana Ross. Diana Ross. Diana Ross. Diana Ross and a lot more to do you want,A Google user,1,1.0.7,neutral,,,
197,198,0.005771047,0.059554983,0.934673965,1,Breakfast Cooking - Kids Game,2020-04-21,,Enjoyed it.,A Google user,5,1.0.7,joy,,,
198,199,0.001787527,0.01023076,0.987981737,1,Breakfast Cooking - Kids Game,2020-04-19,,Wow is so nice,A Google user,5,,admiration,,,
199,200,0.001859046,0.010711738,0.987429202,1,Breakfast Cooking - Kids Game,2020-04-18,,So nice game please second part😘😘😘,A Google user,5,1.0.7,approval,,,
200,201,0.88876164,0.100312732,0.010925648,0,Breakfast Cooking - Kids Game,2020-04-18,,Very bad,A Google user,1,,disgust,,,
201,202,0.001872238,0.008749388,0.989378393,1,Breakfast Cooking - Kids Game,2020-04-16,,This is so awesome,A Google user,5,1.0.7,admiration,,,
202,203,0.014207571,0.279340416,0.706452012,1,Breakfast Cooking - Kids Game,2020-04-05,,Fun real detel,A Google user,4,1.0.7,joy,,,
203,204,0.002573051,0.005856839,0.991570115,1,Breakfast Cooking - Kids Game,2020-04-04,,This game so so beautifull. I love it.👍👍,A Google user,5,1.0.7,love,,,
204,205,0.002942331,0.005913844,0.991143823,1,Breakfast Cooking - Kids Game,2020-04-04,,I love this game 🤩🤩😸😸,A Google user,5,,love,,,
205,206,0.002808812,0.015041703,0.982149422,1,Breakfast Cooking - Kids Game,2020-04-02,,"Very cute, short ads, a great way to pass time. Wish there were more dishes to cook!",A Google user,5,1.0.7,admiration,,,
206,207,0.002030892,0.019487096,0.978482068,1,Breakfast Cooking - Kids Game,2020-03-23,,My daughter luv this gameaà,A Google user,5,1.0.7,love,,,
207,208,0.004114389,0.047738239,0.948147416,1,Breakfast Cooking - Kids Game,2020-03-22,,I like this,A Google user,5,,love,,,
208,209,0.006340928,0.037959956,0.955699146,1,Breakfast Cooking - Kids Game,2020-03-20,,it so fun,A Google user,5,,amusement,,,
209,210,0.002290803,0.005864754,0.991844475,1,Breakfast Cooking - Kids Game,2020-03-20,,"I love this game sooooo much it is so realistic and relaxing and you can make so many different combinations, I totally recommend this game it is super fun!!!",A Google user,5,,joy,,,
210,211,0.00347358,0.008086319,0.988440037,1,Breakfast Cooking - Kids Game,2020-03-17,,"I have one word, amazing, so many varieties. And not that many ads. I love this game.😄❤",A Google user,5,1.0.7,admiration,,,
211,212,0.900375366,0.086684808,0.012939882,0,Breakfast Cooking - Kids Game,2020-03-17,,Not Very Much To Choose From. Just Not Really Good Graphics.,A Google user,1,,disapproval,,,
212,213,0.008830612,0.11934986,0.871819496,1,Breakfast Cooking - Kids Game,2020-03-16,,Delicious,A Google user,5,1.0.7,disgust,,,
213,214,0.011194148,0.170296013,0.818509877,1,Breakfast Cooking - Kids Game,2020-03-06,,I liket👏 the game hey but I started to stay up all night 🌆to the morning comes 🏜️ and it got bring gust pleying the same thing but as I was looking I saw a relay fun game so by,A Google user,4,,joy,,,
214,215,0.009015937,0.060734201,0.93024987,1,Breakfast Cooking - Kids Game,2020-03-06,,Great ads were making things a bit slow but was coolio,A Google user,4,1.0.7,admiration,,,
215,216,0.003059034,0.027213577,0.969727337,1,Breakfast Cooking - Kids Game,2020-03-04,,Because the food I make was so good,A Google user,5,1.0.7,admiration,,,
216,217,0.001902005,0.010405415,0.987692535,1,Breakfast Cooking - Kids Game,2020-02-29,,Best game ever reackamrnd to download 👌 👌👌👌👌👌👌👌👌👌👌😜😜😝♥️♥️💛♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️✋✋,A Google user,5,1.0.7,admiration,,,
217,218,0.002710814,0.026632279,0.970656872,1,Breakfast Cooking - Kids Game,2020-02-29,,😍😍😍😍😍😂 I'm a fan,A Google user,5,1.0.7,amusement,,,
218,219,0.008217432,0.022974435,0.968808115,1,Breakfast Cooking - Kids Game,2020-02-22,,It is fun to play and this game is the best it can blow my mind I will literally send this to everybody in this world because it is so fun to play And it makes me hungry and it makes my family hungry and it makes my dog hungry and I might just pretend like it is real and eat it and give some to family And I just want to eat it right now and I cannot wait to eat it I just feel like eating it everyday and I wish I can still eat it when I die and when I'm on an airplane even at school and right now,A Google user,5,1.0.7,joy,,,
219,220,0.021786228,0.590233862,0.387979925,1,Breakfast Cooking - Kids Game,2020-02-15,,six people voted breakfast cooking healthy,A Google user,5,1.0.7,neutral,,,
220,221,0.978539228,0.017905949,0.003554856,0,Breakfast Cooking - Kids Game,2020-02-08,,The most boring cooking game I've ever played. UNINSTALL,A Google user,1,1.0.7,annoyance,,,
221,222,0.008846232,0.075487569,0.915666223,1,Breakfast Cooking - Kids Game,2020-02-06,,Good game,A Google user,5,,gratitude,,,
222,223,0.144867018,0.80476886,0.050364196,0,Breakfast Cooking - Kids Game,2020-02-04,,Game bagus dan cocok buat anak anak,A Google user,5,1.0.7,neutral,,,
223,224,0.008597457,0.143357873,0.848044693,1,Breakfast Cooking - Kids Game,2020-02-01,,It good to learn to make food,A Google user,5,1.0.6,joy,,,
224,225,0.003692892,0.017374611,0.978932559,1,Breakfast Cooking - Kids Game,2020-01-29,,It's so much fun it kinda teaches you how to make breakfast,A Google user,5,1.0.6,amusement,,,
225,226,0.242378443,0.694666088,0.062955499,0,Breakfast Cooking - Kids Game,2020-01-25,,COSTA JACK DAVIS FAT,A Google user,5,,neutral,,,
226,227,0.003515647,0.008107224,0.988377154,1,Breakfast Cooking - Kids Game,2020-01-22,,i love this game because I get to make breakfast!!!!!!!!!!!!!,A Google user,5,1.0.6,love,,,
227,228,0.030068874,0.306770056,0.663161039,1,Breakfast Cooking - Kids Game,2020-01-18,,Just yes,A Google user,5,1.0.6,approval,,,
228,229,0.00144855,0.033580486,0.964970946,1,Breakfast Cooking - Kids Game,2020-01-18,,this breakfast game is helping😁😁😁,A Google user,5,1.0.6,approval,,,
229,230,0.001985544,0.013292622,0.984721839,1,Breakfast Cooking - Kids Game,2020-01-16,,It's very good make me gamesvplz,A Google user,5,1.0.6,joy,,,
230,231,0.014571379,0.064902581,0.920526028,1,Breakfast Cooking - Kids Game,2020-01-14,,Love it,A Google user,5,1.0.6,love,,,
231,232,0.002363489,0.033147618,0.964488864,1,Breakfast Cooking - Kids Game,2020-01-09,,It is cool game,A Google user,5,1.0.6,joy,,,
232,233,0.493398666,0.417619467,0.088981852,0,Breakfast Cooking - Kids Game,2020-01-06,,All the other things that you can make we're good but the pancakes were messing up a bit,A Google user,5,,confusion,,,
233,234,0.011906676,0.108889453,0.879203856,1,Breakfast Cooking - Kids Game,2019-12-31,,Nice game,A Google user,5,1.0.6,admiration,,,
234,235,0.763186455,0.213846549,0.022967028,0,Breakfast Cooking - Kids Game,2019-12-16,,There's no variety in the menu.You have to play the same thing over again,A Google user,1,1.0.6,disapproval,,,
235,236,0.044251151,0.834447324,0.121301509,1,Breakfast Cooking - Kids Game,2019-12-15,,Do you have more of this game's.,A Google user,1,1.0.6,curiosity,,,
236,237,0.500078022,0.363691002,0.136231035,0,Breakfast Cooking - Kids Game,2019-12-14,,BAD,A Google user,1,1.0.6,anger,,,
237,238,0.881611645,0.104478754,0.013909646,0,Breakfast Cooking - Kids Game,2019-12-05,,This just make me hungry,A Google user,5,,disgust,,,
238,239,0.004270479,0.009189245,0.986540258,1,Breakfast Cooking - Kids Game,2019-11-28,,I love cooking so much bye,A Google user,5,,love,,,
239,240,0.003990636,0.159886673,0.836122692,1,Breakfast Cooking - Kids Game,2019-11-23,,Just like making your own breakfast meal to start your day 🙂🍽🥞🥓🍳🍊🥛5,A Google user,5,1.0.6,caring,,,
240,241,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2019-11-23,,Good,A Google user,5,,admiration,,,
241,242,0.060793415,0.329427898,0.609778702,1,Breakfast Cooking - Kids Game,2019-11-21,,Good,A Google user,5,1.0.6,admiration,,,
242,243,0.150213957,0.312026113,0.5377599,1,Breakfast Cooking - Kids Game,2019-11-08,,I love it no i did't not like a little ok a little bye,A Google user,5,1.0.6,love,,,
243,244,0.0040783,0.031892691,0.964028955,1,Breakfast Cooking - Kids Game,2019-11-03,,Excellent service and controls and wonderful food options,A Google user,5,1.0.6,admiration,,,
244,245,0.002870676,0.083964154,0.913165152,1,Breakfast Cooking - Kids Game,2019-09-27,,i will describe it in one Word 'FUN'🥀🌺♥️,A Google user,5,1.0.5,amusement,,,
245,246,0.062184751,0.29714334,0.640671909,1,Breakfast Cooking - Kids Game,2019-09-25,,GOOD,A Google user,5,1.0.5,disgust,,,
246,247,0.022607805,0.230594486,0.74679774,1,Breakfast Cooking - Kids Game,2019-09-20,,Amazing,A Google user,5,1.0.5,admiration,,,
247,248,0.001787002,0.009851892,0.988361061,1,Breakfast Cooking - Kids Game,2019-09-17,,The best game ever u should install it 👍,A Google user,5,1.0.5,excitement,,,
248,249,0.749992132,0.23405683,0.015951028,0,Breakfast Cooking - Kids Game,2019-09-03,,It doesn't let you play more games.,A Google user,1,1.0.5,disapproval,,,
249,250,0.056610227,0.714357853,0.229031906,1,Breakfast Cooking - Kids Game,2019-08-31,,Super pehnibi,A Google user,5,1.0.5,neutral,,,
250,251,0.007595273,0.234056488,0.758348227,1,Breakfast Cooking - Kids Game,2019-08-31,,Cool,A Google user,5,1.0.5,admiration,,,
251,252,0.001449431,0.011847652,0.986702919,1,Breakfast Cooking - Kids Game,2019-08-31,,This game gets 5 stars its relly fun and it inspired me to eat new food and cook,A Google user,5,,joy,,,
252,253,0.258071005,0.298656255,0.443272799,1,Breakfast Cooking - Kids Game,2019-08-24,,This game is so cool but i can't eat my breakfeast food,A Google user,3,1.0.5,joy,,,
253,254,0.014571379,0.064902581,0.920526028,1,Breakfast Cooking - Kids Game,2019-08-24,,Love it,A Google user,5,1.0.5,love,,,
254,255,0.001948592,0.004871328,0.993180156,1,Breakfast Cooking - Kids Game,2019-08-23,,I love this game! It's is a great game i love 😘,A Google user,1,1.0.5,joy,,,
255,256,0.001249445,0.010126001,0.988624573,1,Breakfast Cooking - Kids Game,2019-08-16,,its pretty fun for kids they cook learn how to cook in real lfe it just ASOME 5 STARS! ♡♡♡,A Google user,5,1.0.5,approval,,,
256,257,0.005938271,0.070669919,0.923391759,1,Breakfast Cooking - Kids Game,2019-08-13,,It OK I enjoyed cooking,A Google user,5,1.0.5,joy,,,
257,258,0.940134645,0.053606357,0.006259028,0,Breakfast Cooking - Kids Game,2019-08-12,,not nice,A Google user,1,1.0.5,disapproval,,,
258,259,0.00479438,0.042249255,0.952956378,1,Breakfast Cooking - Kids Game,2019-08-10,,pretty good,A Google user,4,1.0.5,admiration,,,
259,260,0.057428338,0.27954635,0.66302532,1,Breakfast Cooking - Kids Game,2019-08-07,,good,A Google user,2,1.0.5,admiration,,,
260,261,0.004267191,0.029334148,0.966398656,1,Breakfast Cooking - Kids Game,2019-08-07,,it's so enjoy,A Google user,5,1.0.5,joy,,,
261,262,0.856584668,0.131107554,0.012307757,0,Breakfast Cooking - Kids Game,2019-08-04,,I cant download it,A Google user,5,,neutral,,,
262,263,0.147469655,0.589742959,0.262787431,1,Breakfast Cooking - Kids Game,2019-08-03,,hoo,A Google user,5,,fear,,,
263,264,0.00189895,0.011880602,0.986220479,1,Breakfast Cooking - Kids Game,2019-08-02,,this game is nice,A Google user,5,1.0.5,joy,,,
264,265,0.001636611,0.006220348,0.992143035,1,Breakfast Cooking - Kids Game,2019-07-27,,it's so amazing and I love it everyone should try it out ! hope the someone agrees . it's so realistic,A Google user,5,1.0.5,admiration,,,
265,266,0.032977577,0.456130564,0.510891914,1,Breakfast Cooking - Kids Game,2019-07-27,,i want to be able to really eat the breakfast,A Google user,2,1.0.5,desire,,,
266,267,0.052609991,0.308670014,0.638719976,1,Breakfast Cooking - Kids Game,2019-07-25,,nice,A Google user,5,1.0.5,admiration,,,
267,268,0.14019227,0.67734319,0.182464585,1,Breakfast Cooking - Kids Game,2019-07-23,,B's sahi,A Google user,2,1.0.5,neutral,,,
268,269,0.002190543,0.035388693,0.962420821,1,Breakfast Cooking - Kids Game,2019-07-20,,good food 👍😎 👍,A Google user,1,1.0.4,admiration,,,
269,270,0.004075825,0.014615138,0.981308997,1,Breakfast Cooking - Kids Game,2019-07-16,,it is so much fun,A Google user,5,1.0.4,joy,,,
270,271,0.069456279,0.818404198,0.112139493,1,Breakfast Cooking - Kids Game,2019-07-15,,it has optional foods,A Google user,5,1.0.4,neutral,,,
271,272,0.001319575,0.020047996,0.97863239,1,Breakfast Cooking - Kids Game,2019-07-15,,Thanks again for your help in this!,A Google user,5,1.0.4,gratitude,,,
272,273,0.002512982,0.007078534,0.990408421,1,Breakfast Cooking - Kids Game,2019-07-15,,I love this game because me for child I love this and I am only this age .............,A Google user,5,1.0.4,love,,,
273,274,0.001272789,0.011911839,0.986815393,1,Breakfast Cooking - Kids Game,2019-07-12,,it makes me feel hungery😁😁😁! and happy!,A Google user,5,1.0.4,joy,,,
274,275,0.001647847,0.012621312,0.985730827,1,Breakfast Cooking - Kids Game,2019-07-10,,Such a great time playing 5 star 🌟,A Google user,5,1.0.4,admiration,,,
275,276,0.103228152,0.242781073,0.653990746,1,Breakfast Cooking - Kids Game,2019-07-09,,I like this game its simple and easy but the only problem is there no levels and there's not as much breakfast🤔☕🥄,A Google user,5,1.0.4,love,,,
276,277,0.004372485,0.030084545,0.965542912,1,Breakfast Cooking - Kids Game,2019-07-08,,good awesome,A Google user,5,1.0.4,admiration,,,
277,278,0.361948282,0.327988505,0.310063213,0,Breakfast Cooking - Kids Game,2019-06-30,,i like this game because it relax me the only thing I hate about it is that you can not eat the food in the game,A Google user,4,1.0.3,disgust,,,
278,279,0.00385821,0.007918605,0.988223255,1,Breakfast Cooking - Kids Game,2019-06-30,,I love this game,A Google user,2,1.0.3,love,,,
279,280,0.961964786,0.033520926,0.004514287,0,Breakfast Cooking - Kids Game,2019-06-29,,Keeps on frezzing every single time. Do not like it,A Google user,1,1.0.3,disapproval,,,
280,281,0.00184474,0.011325357,0.986829937,1,Breakfast Cooking - Kids Game,2019-06-27,,this game is fun and easy I like this game and I like the graphics,A Google user,5,1.0.3,joy,,,
281,282,0.001839929,0.008759991,0.989400089,1,Breakfast Cooking - Kids Game,2019-06-20,,This game is fun! thanks to do this app,A Google user,5,1.0.3,gratitude,,,
282,283,0.060423613,0.697797477,0.241778865,1,Breakfast Cooking - Kids Game,2019-06-17,,gungun🔚🔚🔚,A Google user,5,,neutral,,,
283,284,0.89802283,0.08327309,0.018704116,0,Breakfast Cooking - Kids Game,2019-06-17,,boring,A Google user,1,,neutral,,,
284,285,0.009975342,0.218436033,0.771588624,1,Breakfast Cooking - Kids Game,2019-06-16,,cool,A Google user,5,1.0.3,joy,,,
285,286,0.218321174,0.669595182,0.112083629,0,Breakfast Cooking - Kids Game,2019-06-12,,no pan cakes,A Google user,1,1.0.1,neutral,,,
286,287,0.311806798,0.600494325,0.087698855,0,Breakfast Cooking - Kids Game,2019-06-11,,its a 3 because 3=how the game is but u didint get 5 because theres to much adds .thanks,A Google user,3,1.0.1,gratitude,,,
287,288,0.004831611,0.032754343,0.962414086,1,Breakfast Cooking - Kids Game,2019-06-11,,this is a fun game,A Google user,5,1.0.1,joy,,,
288,289,0.008237184,0.018854987,0.972907841,1,Breakfast Cooking - Kids Game,2019-06-08,,this games lovely please games lovely because it's hell that thing you know if you tried to make things right I love this game because it shows how how to spell house children TV thank you bye love you,A Google user,1,,love,,,
289,290,0.001630023,0.03815297,0.960216939,1,Breakfast Cooking - Kids Game,2019-06-07,,a yummy breakfast🍞🥞🍳🥓🍵🌇🕎🇺🇸🇪🇨,A Google user,5,1.0.1,joy,,,
290,291,0.052609991,0.308670014,0.638719976,1,Breakfast Cooking - Kids Game,2019-06-07,,nice,A Google user,5,,admiration,,,
291,292,0.445806205,0.527042985,0.027150771,0,Breakfast Cooking - Kids Game,2019-06-07,,couldn't stir the omlett,A Google user,1,1.0.1,neutral,,,
292,293,0.063130252,0.286515325,0.650354385,1,Breakfast Cooking - Kids Game,2019-05-31,,yummy,A Google user,5,,disgust,,,
293,294,0.171451345,0.764608502,0.063940175,0,Breakfast Cooking - Kids Game,2019-05-29,,it freezes right in thr middle of the game,A Google user,1,1.0.1,neutral,,,
294,295,0.003239087,0.053162877,0.943598032,1,Breakfast Cooking - Kids Game,2019-05-27,,😊😊😊😊😊😊😁😁,A Google user,5,1.0.1,amusement,,,
295,296,0.317545503,0.490549713,0.191904888,0,Breakfast Cooking - Kids Game,2019-05-27,,nop,A Google user,1,,neutral,,,
296,297,0.00385821,0.007918605,0.988223255,1,Breakfast Cooking - Kids Game,2019-05-26,,I love this game,A Google user,5,1.0.1,love,,,
297,298,0.003709301,0.043243989,0.953046679,1,Breakfast Cooking - Kids Game,2019-05-17,,i like the games but my favorite is bacon😀😀😀😀😀😀😀😀,A Google user,5,1.0.1,love,,,
298,299,0.976301968,0.019022949,0.004675094,0,Breakfast Cooking - Kids Game,2019-05-12,,it’s disgusting game. I Don't love it.,A Google user,1,1.0.1,disgust,,,
299,300,0.00565394,0.031365123,0.962980986,1,Breakfast Cooking - Kids Game,2019-05-10,,so good,A Google user,1,1.0.1,admiration,,,
300,301,0.002237941,0.004740923,0.99302119,1,Breakfast Cooking - Kids Game,2019-05-07,,it is amazing game i love it😻😻😻💖💖💖💖👤👤👤👤👤👤👤👤💖 thanks for it😝,A Google user,1,1.0.1,admiration,,,
301,302,0.057428338,0.27954635,0.66302532,1,Breakfast Cooking - Kids Game,2019-04-29,,good,A Google user,5,1.0.1,admiration,,,
302,303,0.020181289,0.425838739,0.553979993,1,Breakfast Cooking - Kids Game,2019-04-26,,MORE FOOD d,A Google user,2,1.0.1,neutral,,,
303,304,0.963603854,0.032438315,0.003957859,0,Breakfast Cooking - Kids Game,2019-04-26,,not good. Too many ads. no customers,A Google user,1,1.0.1,disapproval,,,
304,305,0.004026354,0.011177774,0.984795809,1,Breakfast Cooking - Kids Game,2019-04-23,,Nice game loved it,A Google user,5,1.0.1,admiration,,,
305,306,0.15154022,0.805653095,0.042806707,0,Breakfast Cooking - Kids Game,2019-04-21,,i hat thes gamen ples maket bedr.....o and my nsm is not rondu it is Paige y why as fro flar.,A Google user,2,,neutral,,,
306,307,0.19943507,0.55881846,0.241746411,1,Breakfast Cooking - Kids Game,2019-04-16,,like,A Google user,5,1.0.1,neutral,,,
307,308,0.89383316,0.10065347,0.005513391,0,Breakfast Cooking - Kids Game,2019-04-13,,some times it won't load and so you have to go to home and start agian and miss your progress,A Google user,3,1.0.1,sadness,,,
308,309,0.966610014,0.027951868,0.005438141,0,Breakfast Cooking - Kids Game,2019-04-12,,shittest game ever,A Google user,1,1.0.1,disgust,,,
309,310,0.003397624,0.024295319,0.972307026,1,Breakfast Cooking - Kids Game,2019-04-04,,so fun!,A Google user,4,1.0.1,joy,,,
310,311,0.002027064,0.005105344,0.992867589,1,Breakfast Cooking - Kids Game,2019-03-28,,veryyyyyyyyyyyyyy good.this game is wonderful,A Google user,5,1.0.1,admiration,,,
311,312,0.216246158,0.562830687,0.220923126,1,Breakfast Cooking - Kids Game,2019-03-28,,jw,A Google user,5,1,neutral,,,
